Year,Quarter,MType,資料日期,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
2025,4,sii,2026-03-08,2548,華固,,,,,4090687.0,849281,3241406.0,,,3241406.0,,,3245033.0,,,,3245363,,-330,10.15,18238702.0,13090990.0,,,5147712.0,,,5147712.0,1167359.0,,3980353.0,110334.0,3627,3241660,-254,,,,,,,,,
2025,4,sii,2026-03-08,2630,亞航,,,,,261781.0,52056,209725.0,,,209725.0,,,198291.0,,,,198291,,,1.0,5454110.0,4889585.0,,,564525.0,,,564525.0,273635.0,,290890.0,-29109.0,-11434,209725,,,,,,,,,,
2025,4,sii,2026-03-08,2633,台灣高鐵,,,,,8115603.0,1535416,6580187.0,,,6580187.0,,,6607483.0,,,,,,,1.17,54648456.0,31007179.0,,,23641277.0,,,23641277.0,2140975.0,,21500302.0,-13384699.0,27296,,,,,,,,,,,
2025,4,sii,2026-03-08,2762,世界健身-KY,,,,,517532.0,108451,409081.0,,,409081.0,,,401630.0,,,,401630,,,3.75,10983985.0,9084936.0,,,1899049.0,,,1899049.0,1240941.0,,658108.0,-140576.0,-7451,409081,,,,,,,,,,
2025,4,sii,2026-03-08,2801,彰銀,,,,,,3341857,,,,,,,,17774866,,,24532546,,,1.51,,,,,,,,,21326927.0,,,,,,,27106352.0,18203737.0,2866439.0,21116723.0,17774866.0,17774866.0,6757680.0,24532546.0,
2025,4,sii,2026-03-08,2836,高雄銀,,,,,,288972,,,,,,,,,,,,,,0.68,,,,,,,,,3067328.0,,,,,,,3560482.0,1460842.0,387149.0,1566847.0,1277875.0,1277875.0,973760.0,2251635.0,
2025,4,sii,2026-03-08,2855,統一證,13541305.0,9961188.0,3580117.0,1739918.0,5320035.0,494257,4825778.0,,,4825778.0,818729.0,,5644507.0,4804426,,21352,5615187,,29320,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-08,2912,統一超,,,,,16945041.0,3610759,13334282.0,,,13334282.0,,,12075277.0,,,,10071776,,2003501,10.78,350734591.0,230193275.0,,,120541316.0,,,120541316.0,106611292.0,,13930024.0,3015017.0,-1259005,11210454,2123828,,,,,,,,,
2025,4,sii,2026-03-08,2945,三商家購,,,,,154325.0,17964,136361.0,,,136361.0,,,136361.0,,,,144264,,-7903,2.14,14803779.0,10759409.0,,,4044370.0,,,4044370.0,3873410.0,,170960.0,-16635.0,,144264,-7903,,,,,,,,,
2025,4,sii,2026-03-08,3004,豐達科,,,,,402273.0,71322,330951.0,,,330951.0,,,356318.0,,,,356318,,0,5.85,4055036.0,3063482.0,,,991554.0,,,991554.0,518153.0,,473401.0,-71128.0,25367,330951,0,,,,,,,,,
2025,4,sii,2026-03-08,3005,神基,,,,,6710782.0,1246517,5464265.0,,,5464265.0,,,5349073.0,,,,5108193,,240880,8.43,39447844.0,26901103.0,,,12546741.0,,,12546741.0,6348928.0,0,6197813.0,512969.0,-115192,5226971,237294,,,,,,,,,
2025,4,sii,2026-03-08,3006,晶豪科,,,,,270049.0,25699,244350.0,,,244350.0,,,202751.0,,,,203526,,-775,0.87,14575272.0,12089519.0,,,2485753.0,,,2485753.0,2141186.0,,344567.0,-74518.0,-41599,245125,-775,,,,,,,,,
2025,4,sii,2026-03-08,3008,大立光,,,,,25900210.0,4339953,21560257.0,,,21560257.0,,,18661921.0,,,,18385844,,276077,159.41,61147888.0,30310834.0,,,30837054.0,,,30837054.0,7278790.0,,23558264.0,2341946.0,-2898336,21275407,284850,,,,,,,,,
2025,4,sii,2026-03-08,3014,聯陽,,,,,1854213.0,322913,1531300.0,,,1531300.0,,,1618228.0,,,,1618228,,0,9.51,6946962.0,3116082.0,,,3830880.0,,,3830880.0,2024476.0,,1806404.0,47809.0,86928,1531300,0,,,,,,,,,
2025,4,sii,2026-03-08,3015,全漢,,,,,458394.0,77594,380800.0,,,380800.0,,,-2328947.0,,,,-2358632,,29685,1.86,13060096.0,10788831.0,,,2271265.0,1072,0,2270193.0,2128228.0,,141965.0,316429.0,-2709747,348069,32731,,,,,,,,,
2025,4,sii,2026-03-08,3016,嘉晶,,,,,29109.0,8693,20416.0,,,20416.0,,,26454.0,,,,26454,,,0.07,3891698.0,3585203.0,,,306495.0,,,306495.0,288747.0,,17748.0,11361.0,6038,20416,,,,,,,,,,
2025,4,sii,2026-03-08,3019,亞光,,,,,2702671.0,552632,2150039.0,,,2150039.0,,,1554273.0,,,,1308186,,246087,6.6,26445656.0,21480262.0,,,4965394.0,,,4965394.0,2701999.0,,2263395.0,439276.0,-595766,1843199,306840,,,,,,,,,
2025,4,sii,2026-03-08,3023,信邦,,,,,3962920.0,866259,3096661.0,,,3096661.0,,,2965727.0,,,,2995582,,-29855,13.02,31023871.0,23582442.0,,,7441429.0,,,7441429.0,4184024.0,,3257405.0,705515.0,-130934,3124997,-28336,,,,,,,,,
2025,4,sii,2026-03-08,3026,禾伸堂,,,,,1190810.0,164875,1025935.0,,,1025935.0,,,1016874.0,,,,1077786,,-60912,6.58,13426839.0,10906541.0,,,2520298.0,,,2520298.0,1442067.0,,1078231.0,112579.0,-9061,1091701,-65766,,,,,,,,,
2025,4,sii,2026-03-08,3029,零壹,,,,,1626218.0,337590,1288628.0,,,1288628.0,,,1275015.0,,,,1076217,,198798,6.53,24892372.0,21860541.0,,,3031831.0,,,3031831.0,1534870.0,,1496961.0,129257.0,-13613,1089800,198828,,,,,,,,,
2025,4,sii,2026-03-08,3030,德律,,,,,2996481.0,517802,2478679.0,,,2478679.0,,,2486520.0,,,,2486520,,,10.49,8467435.0,3526681.0,,,4940754.0,,,4940754.0,1948514.0,,2992240.0,4241.0,7841,2478679,,,,,,,,,,
2025,4,sii,2026-03-08,3035,智原,,,,,1001633.0,228654,772979.0,,,772979.0,,,808834.0,,,,763326,,45508,2.81,17992808.0,13135315.0,,,4857493.0,,,4857493.0,4305109.0,,552384.0,449249.0,35855,731331,41648,,,,,,,,,
2025,4,sii,2026-03-08,3037,欣興,,,,,8827291.0,1276801,7550490.0,,,7550490.0,,,8047531.0,,,,7037953,,1009578,4.38,131240882.0,112948624.0,,,18292258.0,,,18292258.0,11781804.0,163918,6674372.0,2152919.0,497041,6673144,877346,,,,,,,,,
2025,4,sii,2026-03-08,3047,訊舟,,,,,-294110.0,42839,-336949.0,,,-336949.0,,,-317046.0,,,,-183643,,-133403,-0.9,3650842.0,2644105.0,,,1006737.0,,,1006737.0,1279070.0,,-272333.0,-21777.0,19903,-200842,-136107,,,,,,,,,
2025,4,sii,2026-03-08,3049,精金,,,,,-447981.0,28576,-476557.0,,,-476557.0,,,-607919.0,,,,-629949,,22030,-0.64,1484327.0,1922480.0,,,-438153.0,,,-438153.0,205074.0,,-643227.0,195246.0,-131362,-514326,37769,,,,,,,,,
2025,4,sii,2026-03-08,3054,立萬利,,,,,158250.0,104,158146.0,,,158146.0,,,303167.0,,,,303167,,,1.96,125540.0,86430.0,,,39110.0,,,39110.0,109939.0,,-70829.0,229079.0,145021,158146,,,,,,,,,,
2025,4,sii,2026-03-08,3090,日電貿,,,,,1588843.0,313350,1275493.0,,,1275493.0,,,1313164.0,,,,1290187,,22977,5.48,15727845.0,13142280.0,,,2585565.0,,,2585565.0,998026.0,,1587539.0,1304.0,37671,1252670,22823,,,,,,,,,
2025,4,sii,2026-03-08,3092,鴻碩,,,,,-569465.0,-7532,-561933.0,,,-561933.0,,,-571603.0,,,,-557149,,-14454,-5.14,1638995.0,1567130.0,,,71865.0,,,71865.0,578362.0,-63792,-570289.0,824.0,-9670,-547479,-14454,,,,,,,,,
2025,4,sii,2026-03-08,3094,聯傑,,,,,24821.0,4461,20360.0,,,20360.0,,,17335.0,,,,17335,,,0.25,187756.0,45716.0,,,142040.0,,,142040.0,141977.0,,63.0,24758.0,-3025,20360,,,,,,,,,,
2025,4,sii,2026-03-08,3130,一零四,,,,,598436.0,110389,488047.0,,,488047.0,,,495881.0,,,,495881,,,14.7,2674437.0,371219.0,,,2303218.0,,,2303218.0,1771097.0,,532121.0,66315.0,7834,488047,,,,,,,,,,
2025,4,sii,2026-03-08,3168,眾福科,,,,,307819.0,61696,246123.0,,,246123.0,,,249491.0,,,,203168,,46323,2.61,3434267.0,2577819.0,,,856448.0,,791,857239.0,551333.0,,305906.0,1913.0,3368,200091,46032,,,,,,,,,
2025,4,sii,2026-03-08,3189,景碩,,,,,3087205.0,369877,2717328.0,,,2717328.0,,,2523293.0,,,,1494391,,1028902,3.51,39351096.0,31036687.0,,,8314409.0,,,8314409.0,5644596.0,,2669813.0,417392.0,-194035,1595936,1121392,,,,,,,,,
2025,4,sii,2026-03-08,3311,閎暉,,,,,141926.0,7594,134332.0,,,134332.0,,,50676.0,,,,50676,,,1.67,2345073.0,2052794.0,,,292279.0,,,292279.0,249734.0,,42545.0,99381.0,-83656,134332,,,,,,,,,,
2025,4,sii,2026-03-08,3321,同泰,,,,,-172198.0,7934,-180132.0,,,-180132.0,,,-176743.0,,,,-176743,,,-3.36,2145029.0,2014097.0,,,130932.0,,,130932.0,276781.0,,-145849.0,-26349.0,3389,-180132,,,,,,,,,,
2025,4,sii,2026-03-08,3338,泰碩,,,,,187763.0,31364,156399.0,,,156399.0,,,164046.0,,,,164046,,,1.8,3621006.0,2915971.0,,,705035.0,,,705035.0,536848.0,,168187.0,19576.0,7647,156399,,,,,,,,,,
2025,4,sii,2026-03-08,3380,明泰,,,,,-174485.0,-27431,-147054.0,,,-147054.0,,,-250177.0,,,,-260068,,9891,-0.36,22461720.0,18564534.0,,,3897186.0,,,3897186.0,4034063.0,,-136877.0,-37608.0,-103123,-193870,46816,,,,,,,,,
2025,4,sii,2026-03-08,3413,京鼎,,,,,3059113.0,641871,2417242.0,,,2417242.0,,,2498847.0,,,,2417400,,81447,21.44,20841660.0,15600775.0,,,5240885.0,,,5240885.0,2130424.0,,3110461.0,-51348.0,81605,2336288,80954,,,,,,,,,
2025,4,sii,2026-03-08,3416,融程電,,,,,721673.0,135863,585810.0,,,585810.0,,,514902.0,,,,520148,,-5246,7.39,3640617.0,2189787.0,,,1450830.0,,,1450830.0,758300.0,,692530.0,29143.0,-70908,591003,-5193,,,,,,,,,
2025,4,sii,2026-03-08,3443,創意,,,,,4442667.0,673101,3769566.0,,,3769566.0,,,3762651.0,,,,3762651,,,28.13,34140978.0,25687156.0,,,8453822.0,,,8453822.0,4104206.0,,4349616.0,93051.0,-6915,3769566,,,,,,,,,,
2025,4,sii,2026-03-08,3454,晶睿,,,,,4889.0,2802,2087.0,,,2087.0,,,-14595.0,,,,-25993,,11398,-0.11,7464394.0,5341579.0,,,2122815.0,,,2122815.0,2146419.0,,-23604.0,28493.0,-16682,-9311,11398,,,,,,,,,
2025,4,sii,2026-03-08,3504,揚明光,,,,,-6004.0,3384,-9388.0,,,-9388.0,,,-14670.0,,,,-14670,,0,-0.08,2688527.0,2226838.0,,,461689.0,,,461689.0,535370.0,,-73681.0,67677.0,-5282,-9388,0,,,,,,,,,
2025,4,sii,2026-03-08,3515,華擎,,,,,2826694.0,464131,2362563.0,,,2362563.0,,,2109030.0,,,,1634029,,475001,15.28,47838613.0,41357415.0,,,6481198.0,,,6481198.0,3736397.0,,2744801.0,81893.0,-253533,1887688,474875,,,,,,,,,
2025,4,sii,2026-03-08,3530,晶相光,,,,,137366.0,2360,135006.0,,,135006.0,,,132542.0,,,,132542,,,1.74,1845343.0,1349720.0,,,495623.0,,,495623.0,358987.0,,136636.0,730.0,-2464,135006,,,,,,,,,,
2025,4,sii,2026-03-08,3535,晶彩科,,,,,-84561.0,-262,-84299.0,,,-84299.0,,,-85645.0,,,,-85645,,,-1.07,459861.0,274152.0,,,185709.0,,,185709.0,275669.0,,-89960.0,5399.0,-1346,-84299,,,,,,,,,,
2025,4,sii,2026-03-08,3545,敦泰,,,,,-1018141.0,-27883,-990258.0,,,-990258.0,,,-1142932.0,,,,-1142539,,-393,-4.64,11952063.0,8986940.0,,,2965123.0,,,2965123.0,3097794.0,,-132671.0,-885470.0,-152674,-990601,343,,,,,,,,,
2025,4,sii,2026-03-08,3557,嘉威,,,,,19823.0,19103,720.0,,,720.0,,,-73585.0,,,,-73585,,0,0.01,4322982.0,2858679.0,,,1464303.0,,,1464303.0,1304402.0,,159901.0,-140078.0,-74305,720,0,,,,,,,,,
2025,4,sii,2026-03-08,3563,牧德,,,,,1277947.0,230618,1047329.0,,,1047329.0,,,1047273.0,,,,1010773,,36500,15.8,3191461.0,1235994.0,,,1955467.0,,,1955467.0,793583.0,,1161884.0,116063.0,-56,1010745,36584,,,,,,,,,
2025,4,sii,2026-03-08,3591,艾笛森,,,,,-16796.0,22344,-39140.0,,,-39140.0,,,-80938.0,,,,-86293,,5355,-0.34,2307824.0,1817865.0,,,489959.0,,,489959.0,484868.0,,5091.0,-21887.0,-41798,-47237,8097,,,,,,,,,
2025,4,sii,2026-03-08,3592,瑞鼎,,,,,1566574.0,183188,1383386.0,,,1383386.0,,,1111338.0,,,,1111338,,,18.24,22397169.0,16010423.0,,,6386746.0,,,6386746.0,4862767.0,,1523979.0,42595.0,-272048,1383386,,,,,,,,,,
2025,4,sii,2026-03-08,3596,智易,,,,,3675202.0,901321,2773881.0,,,2773881.0,,,2661094.0,,,,2664342,,-3248,12.6,52975952.0,44889510.0,,,8086442.0,,,8086442.0,4586349.0,,3500093.0,175109.0,-112787,2777080,-3199,,,,,,,,,
2025,4,sii,2026-03-08,3645,達邁,,,,,245176.0,47241,197935.0,,,197935.0,,,199863.0,,,,211417,,-11554,1.54,2373234.0,1735687.0,,,637547.0,,,637547.0,379036.0,,258511.0,-13335.0,1928,209489,-11554,,,,,,,,,
2025,4,sii,2026-03-08,3679,新至陞,,,,,899131.0,283827,615304.0,,,615304.0,,,630544.0,,,,630544,,,9.78,4471195.0,2997131.0,,,1474064.0,,,1474064.0,470921.0,,1003143.0,-104012.0,15240,615304,,,,,,,,,,
2025,4,sii,2026-03-08,3708,上緯投控,,,,,-704239.0,-132295,-571944.0,4382340,,3810396.0,,,5991735.0,,,,6035346,,-43611,35.57,1005478.0,852534.0,,,152944.0,,,152944.0,610479.0,,-457535.0,-246704.0,2181339,3812704,-2308,,,,,,,,,
2025,4,sii,2026-03-08,3714,富采,,,,,-2597937.0,54298,-2652235.0,,,-2652235.0,,,-3424902.0,,,,-3493531,,68629,-3.69,22182815.0,20918178.0,,,1264637.0,0,0,1264637.0,4810371.0,62574,-3483160.0,885223.0,-772667,-2714954,62719,,,,,,,,,
2025,4,sii,2026-03-08,4108,懷特,,,,,-110112.0,-15,-110097.0,,,-110097.0,,,-75866.0,,,,-29071,,-46795,-0.29,134576.0,93284.0,,,41292.0,,,41292.0,215873.0,,-174581.0,64469.0,34231,-58199,-51898,,,,,,,,,
2025,4,sii,2026-03-08,4119,旭富,,,,,102191.0,-5183,107374.0,,,107374.0,,,96812.0,,,,96812,,,0.9,1343720.0,992695.0,,,351025.0,,,351025.0,195780.0,,155245.0,-53054.0,-10562,107374,,,,,,,,,,
2025,4,sii,2026-03-08,4133,亞諾法,,,,,-2029.0,-888,-1141.0,,,-1141.0,,,1593.0,,,,1593,,,-0.02,351299.0,195488.0,,,155811.0,,,155811.0,138760.0,,17051.0,-19080.0,2734,-1141,,,,,,,,,,
2025,4,sii,2026-03-08,4545,銘鈺,,,,,23388.0,10283,13105.0,,,13105.0,,,20172.0,,,,20172,,,0.17,2387660.0,2022751.0,,,364909.0,,,364909.0,330031.0,,34878.0,-11490.0,7067,13105,,,,,,,,,,
2025,4,sii,2026-03-08,4551,智伸科,,,,,950694.0,254314,696380.0,,,696380.0,,,602198.0,,,,602198,,,6.04,7822899.0,6012678.0,,,1810221.0,,,1810221.0,762680.0,,1047541.0,-96847.0,-94182,696380,,,,,,,,,,
2025,4,sii,2026-03-08,4572,駐龍,,,,,146503.0,26440,120063.0,,,120063.0,,,120063.0,,,,120063,,,3.0,670865.0,439138.0,,,231727.0,,,231727.0,93811.0,,137916.0,8587.0,,120063,,,,,,,,,,
2025,4,sii,2026-03-08,4576,大銀微系統,,,,,301301.0,41377,259924.0,,,259924.0,,,306130.0,,,,258252,,47878,2.01,2714367.0,1723413.0,,,990954.0,,,990954.0,666714.0,,324240.0,-22939.0,46206,241328,18596,,,,,,,,,
2025,4,sii,2026-03-08,4583,台灣精銳,,,,,1176658.0,214815,961843.0,,,961843.0,,,961843.0,,,,961843,,,12.0,2998017.0,1434284.0,,,1563733.0,,,1563733.0,621405.0,,942328.0,234330.0,,961843,,,,,,,,,,
2025,4,sii,2026-03-08,4739,康普,,,,,225695.0,71737,153958.0,,,153958.0,,,154909.0,,,,168515,,-13606,1.56,6191109.0,5342451.0,,,848658.0,,,848658.0,412064.0,,436594.0,-210899.0,951,184312,-30354,,,,,,,,,
2025,4,sii,2026-03-08,4915,致伸,,,,,3306428.0,679706,2626722.0,,,2626722.0,,,2346879.0,,,,2346879,,0,5.71,60181706.0,49760110.0,,,10421596.0,,,10421596.0,7579593.0,,2842003.0,464425.0,-279843,2626722,0,,,,,,,,,
2025,4,sii,2026-03-08,4919,新唐,,,,,-1444731.0,219913,-1664644.0,,,-1664644.0,,,-2479522.0,,,,-2479522,,,-3.97,30492418.0,19303523.0,,,11188895.0,,,11188895.0,12416940.0,,-1228045.0,-216686.0,-814878,-1664644,,,,,,,,,,
2025,4,sii,2026-03-08,4942,嘉彰,,,,,610924.0,175259,435665.0,,,435665.0,,,243245.0,,,,243239,,6,3.06,6091275.0,4663547.0,,,1427728.0,,,1427728.0,858066.0,,569662.0,41262.0,-192420,435659,6,,,,,,,,,
2025,4,sii,2026-03-08,4952,凌通,,,,,126195.0,13844,112351.0,,,112351.0,,,114373.0,,,,114373,,,1.03,2128010.0,1417015.0,,,710995.0,,,710995.0,623349.0,-100,87546.0,38649.0,2022,112351,,,,,,,,,,
2025,4,sii,2026-03-08,4960,誠美材,,,,,-1472308.0,-9591,-1462717.0,,,-1462717.0,,,-1483210.0,,,,-1483210,,,-2.58,8643190.0,9032123.0,,,-388933.0,,,-388933.0,947092.0,,-1336025.0,-136283.0,-20493,-1462717,,,,,,,,,,
2025,4,sii,2026-03-08,4961,天鈺,,,,,1852220.0,224786,1627434.0,,,1627434.0,,,1609769.0,,,,1139291,,470478,9.65,17993045.0,12865614.0,,,5127431.0,,,5127431.0,3792645.0,,1334786.0,517434.0,-17665,1169204,458230,,,,,,,,,
2025,4,sii,2026-03-08,4967,十銓,,,,,1416968.0,307095,1109873.0,,,1109873.0,,,1106152.0,,,,1106152,,,13.06,20428449.0,17514031.0,,,2914418.0,,,2914418.0,1504391.0,,1410027.0,6941.0,-3721,1109873,,,,,,,,,,
2025,4,sii,2026-03-08,4968,立積,,,,,294707.0,49585,245122.0,,,245122.0,,,246763.0,,,,246763,,,2.66,3761663.0,2397307.0,,,1364356.0,,,1364356.0,1125572.0,,238784.0,55923.0,1641,245122,,,,,,,,,,
2025,4,sii,2026-03-08,4994,傳奇,,,,,151064.0,21270,129794.0,,,129794.0,,,130114.0,,,,130114,,,1.96,1185241.0,394643.0,,,790598.0,,,790598.0,630312.0,,160286.0,-9222.0,320,129794,,,,,,,,,,
2025,4,sii,2026-03-08,4999,鑫禾,,,,,-123407.0,6,-123413.0,,,-123413.0,,,-135684.0,,,,-135684,,,-1.68,1953351.0,1682334.0,,,271017.0,,,271017.0,341860.0,,-70843.0,-52564.0,-12271,-123413,,,,,,,,,,
2025,4,sii,2026-03-08,5203,訊連,,,,,393119.0,106143,286976.0,,,286976.0,,,172872.0,,,,172872,,,3.63,2459506.0,381953.0,,,2077553.0,,,2077553.0,1709777.0,,367776.0,25343.0,-114104,286976,,,,,,,,,,
2025,4,sii,2026-03-08,5225,東科-KY,,,,,872434.0,72628,799806.0,,,799806.0,,,668208.0,,,,668208,,,10.26,11039422.0,9225448.0,,,1813974.0,,,1813974.0,1070042.0,,743932.0,128502.0,-131598,799806,,,,,,,,,,
2025,4,sii,2026-03-08,5234,達興材料,,,,,883548.0,126593,756955.0,,,756955.0,,,756955.0,,,,756955,,,7.37,4629779.0,2750283.0,,,1879496.0,,,1879496.0,1026698.0,,852798.0,30750.0,,756955,,,,,,,,,,
2025,4,sii,2026-03-08,5269,祥碩,,,,,6224925.0,799089,5425836.0,,,5425836.0,,,3237565.0,,0,,3237565,0,0,72.7,13414563.0,6407971.0,,,7006592.0,9220,8065,7005437.0,3046417.0,,3959020.0,2265905.0,-2188271,5425836,0,,,,,,,,,
2025,4,sii,2026-03-08,5876,上海商銀,,,,,,1598482,,,,,,,,14827654,,2091906,15579664,,1458388,3.06,,,,,,,,,20657803.0,,,,,,,36798341.0,16505989.0,14128485.0,18518042.0,16919560.0,16919560.0,118492.0,17038052.0,
2025,4,sii,2026-03-08,6112,邁達特,,,,,548261.0,160279,387982.0,,,387982.0,,,354701.0,,,,322628,,32073,1.82,21838980.0,18690020.0,,,3148960.0,,,3148960.0,2655925.0,,493035.0,55226.0,-33281,342682,45300,,,,,,,,,
2025,4,sii,2026-03-08,6120,達運,,,,,-13999.0,106690,-120689.0,,,-120689.0,,,28367.0,,,,28367,,,-0.19,17105516.0,16244639.0,,,860877.0,,,860877.0,1106446.0,,-245569.0,231570.0,149056,-120689,,,,,,,,,,
2025,4,sii,2026-03-08,6153,嘉聯益,,,,,-2763313.0,1884,-2765197.0,,,-2765197.0,,,-1732813.0,,,,-1732813,,,-4.38,5411320.0,6585297.0,,,-1173977.0,,,-1173977.0,1066084.0,,-2240061.0,-523252.0,1032384,-2765197,,,,,,,,,,
2025,4,sii,2026-03-08,6155,鈞寶,,,,,75931.0,11168,64763.0,,,64763.0,,,-23073.0,,,,-23073,,0,0.74,631749.0,477365.0,,,154384.0,0,0,154384.0,123426.0,,30958.0,44973.0,-87836,64763,0,,,,,,,,,
2025,4,sii,2026-03-08,6176,瑞儀,,,,,6498834.0,2155413,4343421.0,,,4343421.0,,,3660464.0,,,,3660464,,,9.4,48783247.0,38341626.0,,,10441621.0,,,10441621.0,4798660.0,227921,5870882.0,627952.0,-682957,4343421,,,,,,,,,,
2025,4,sii,2026-03-08,6183,關貿,,,,,712608.0,127049,585559.0,,,585559.0,,,592845.0,,,,592845,,,3.9,2753275.0,1558477.0,,,1194798.0,,,1194798.0,513445.0,-2276,679077.0,33531.0,7286,585559,,,,,,,,,,
2025,4,sii,2026-03-08,6196,帆宣,,,,,3884932.0,718743,3166189.0,,,3166189.0,,,3069590.0,,,,3140136,,-70546,15.5,51567474.0,45915695.0,,,5651779.0,,,5651779.0,3374190.0,,2277589.0,1607343.0,-96599,3235818,-69629,,,,,,,,,
2025,4,sii,2026-03-08,6197,佳必琪,,,,,1434410.0,305493,1128917.0,,,1128917.0,,,1535089.0,,,,1464823,,70266,8.67,7579041.0,4976605.0,,,2602436.0,,,2602436.0,1085971.0,,1516465.0,-82055.0,406172,1058718,70199,,,,,,,,,
2025,4,sii,2026-03-08,6202,盛群,,,,,159645.0,-26241,185886.0,,,185886.0,,,183615.0,,,,170876,,12739,0.76,3057722.0,1879931.0,,,1177791.0,-12215,,1190006.0,1083058.0,,106948.0,52697.0,-2271,173324,12562,,,,,,,,,
2025,4,sii,2026-03-08,6205,詮欣,,,,,212098.0,49569,162529.0,,,162529.0,,,154579.0,,,,154344,,235,2.0,1364041.0,819578.0,,,544463.0,,,544463.0,377753.0,,166710.0,45388.0,-7950,162361,168,,,,,,,,,
2025,4,sii,2026-03-08,6206,飛捷,,,,,1207727.0,243621,964106.0,,,964106.0,,,958725.0,,,,981526,,-22801,6.9,5032627.0,2811886.0,,,2220741.0,,,2220741.0,959151.0,,1261590.0,-53863.0,-5381,986485,-22379,,,,,,,,,
2025,4,sii,2026-03-08,6213,聯茂,,,,,2366597.0,856378,1510219.0,,,1510219.0,,,1228801.0,,,,1228801,,,4.16,33098283.0,28313757.0,,,4784526.0,,,4784526.0,2401780.0,,2382746.0,-16149.0,-281418,1510219,,,,,,,,,,
2025,4,sii,2026-03-08,6409,旭隼,,,,,4316890.0,796015,3520875.0,,,3520875.0,,,3310749.0,,,,3310749,,,40.23,20521345.0,14560923.0,,,5960422.0,,,5960422.0,1631735.0,,4328687.0,-11797.0,-210126,3520875,,,,,,,,,,
2025,4,sii,2026-03-08,6412,群電,,,,,2506678.0,422320,2084358.0,,,2084358.0,,,2155814.0,,,,2155814,,,5.2,34451747.0,28646326.0,,,5805421.0,,,5805421.0,3558156.0,,2247265.0,259413.0,71456,2084358,,,,,,,,,,
2025,4,sii,2026-03-08,6446,藥華藥,,,,,4982936.0,-62231,5045167.0,,,5045167.0,,,4307546.0,,,,4307546,,,13.64,15634777.0,1684323.0,,,13950454.0,,,13950454.0,9022227.0,,4928227.0,54709.0,-737621,5045167,,,,,,,,,,
2025,4,sii,2026-03-08,6456,GIS-KY,,,,,146654.0,408820,-262166.0,,,-262166.0,,,89200.0,,,,87707,,1493,-0.79,66784304.0,62425325.0,,,4358979.0,,,4358979.0,4797076.0,,-438097.0,584751.0,351366,-262938,772,,,,,,,,,
2025,4,sii,2026-03-08,6491,晶碩,,,,,2018746.0,368281,1650465.0,,,1650465.0,,,1544167.0,,,,1522743,,21424,20.87,7039409.0,3361010.0,,,3678399.0,,,3678399.0,1871461.0,,1806938.0,211808.0,-106298,1628044,22421,,,,,,,,,
2025,4,sii,2026-03-08,6505,台塑化,,,,,12712220.0,2837415,9874805.0,,,9874805.0,,,66248179.0,,,,66449790,,-201611,1.04,626159096.0,604090793.0,,,22068303.0,,,22068303.0,11189357.0,,10878946.0,1833274.0,56373374,9875335,-530,,,,,,,,,
2025,4,sii,2026-03-08,6531,愛普*,,,,,1518442.0,278556,1239886.0,,,1239886.0,,,1286894.0,,,,1307144,,-20250,7.74,5666498.0,3032837.0,,,2633661.0,,,2633661.0,1234470.0,,1399191.0,119251.0,47008,1257655,-17769,,,,,,,,,
2025,4,sii,2026-03-08,6552,易華電,,,,,-1203573.0,-12709,-1190864.0,,,-1190864.0,,,-970038.0,,,,,,,-14.35,1438987.0,1804380.0,,,-365393.0,,,-365393.0,171133.0,,-536526.0,-667047.0,220826,,,,,,,,,,,
2025,4,sii,2026-03-08,6558,興能高,,,,,-97261.0,-1811,-95450.0,,,-95450.0,,,-108019.0,,,,-108019,,,-1.02,1072752.0,871973.0,,,200779.0,,,200779.0,263237.0,,-62458.0,-34803.0,-12569,-95450,,,,,,,,,,
2025,4,sii,2026-03-08,6579,研揚,,,,,949282.0,134866,814416.0,,,814416.0,,,790055.0,,,,677077,,112978,5.62,8625383.0,5742008.0,,,2883375.0,,,2883375.0,2250610.0,,632765.0,316517.0,-24361,705764,108652,,,,,,,,,
