Year,Quarter,MType,資料日期,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
2025,4,otc,2026-03-08,1259,安心,,,,,40938,-41440,82378,,,82378,,,560139,,,,559075,,1064,2.45,6062167.0,4696284,,,1365883.0,,,1365883.0,1379472.0,,-13589.0,54527.0,477761,79381,2997,,,,,,,,,
2025,4,otc,2026-03-08,1268,漢來美食,,,,,531851,104684,427167,,,427167,,,352016,,,,352016,,,10.12,6226966.0,3377263,,,2849703.0,,,2849703.0,2316167.0,,533536.0,-1685.0,-75151,427167,,,,,,,,,,
2025,4,otc,2026-03-08,1584,精剛,,,,,105184,13289,91895,,,91895,,,50008,,,,59854,,-9846,0.44,2593817.0,2285649,,,308168.0,,,308168.0,222259.0,,85909.0,19275.0,-41887,101741,-9846,,,,,,,,,
2025,4,otc,2026-03-08,1777,生泰,,,,,333920,72311,261609,,,261609,,,266403,,,,,,,5.87,1300241.0,849883,,,450358.0,,,450358.0,130497.0,,319861.0,14059.0,4794,,,,,,,,,,,
2025,4,otc,2026-03-08,1796,金穎生技,,,,,34696,5834,28862,,,28862,,,28477,,,,28477,,,0.7,677098.0,486302,,,190796.0,,,190796.0,144719.0,,46077.0,-11381.0,-385,28862,,,,,,,,,,
2025,4,otc,2026-03-08,2035,唐榮公司,,,,,-1652460,0,-1652460,,,-1652460,,,-1550700,,,,,,,-4.72,9602428.0,10854717,,,-1252289.0,,,-1252289.0,299642.0,,-1551931.0,-100529.0,101760,,,,,,,,,,,
2025,4,otc,2026-03-08,2643,捷迅,,,,,293785,73182,220603,,,220603,,,186343,,,,186343,,,6.3,8398720.0,7774345,,,624375.0,,,624375.0,286671.0,,337704.0,-43919.0,-34260,220603,,,,,,,,,,
2025,4,otc,2026-03-08,2926,誠品生活,,,,,56601,31528,25073,,,25073,,,12089,,,,12866,,-777,0.54,6971953.0,4268265,,,2703688.0,,,2703688.0,2716002.0,,-12314.0,68915.0,-12984,25574,-501,,,,,,,,,
2025,4,otc,2026-03-08,3081,聯亞,,,,,524927,96526,428401,,,428401,,,429171,,,,,,,4.66,2202822.0,1262273,,,940549.0,,,940549.0,432445.0,,508104.0,16823.0,770,,,,,,,,,,,
2025,4,otc,2026-03-08,3083,網龍,,,,,40870,1299,39571,,,39571,,,-60021,,,,-61468,,1447,0.43,395919.0,64212,,,331707.0,,,331707.0,336398.0,,-4691.0,45561.0,-99592,37358,2213,,,,,,,,,
2025,4,otc,2026-03-08,3088,艾訊,,,,,649596,140988,508608,,,508608,,,514412,,,,507050,,7362,4.68,7018725.0,4620948,,,2397777.0,61,71,2397787.0,1695453.0,,702334.0,-52738.0,5804,501246,7362,,,,,,,,,
2025,4,otc,2026-03-08,3118,進階,,,,,97576,17877,79699,,,79699,,,78677,,,,,,,2.46,736593.0,478895,,,257698.0,,,257698.0,174152.0,,83546.0,14030.0,-1022,,,,,,,,,,,
2025,4,otc,2026-03-08,3122,笙泉,,,,,-71350,138,-71488,,,-71488,,,-71505,,,,-71505,,0,-1.75,324174.0,217482,,,106692.0,,,106692.0,166976.0,,-60284.0,-11066.0,-17,-71488,0,,,,,,,,,
2025,4,otc,2026-03-08,3141,晶宏,,,,,24169,-1333,25502,,,25502,,,76393,,,,90846,,-14453,0.54,1614117.0,1047911,,,566206.0,,,566206.0,547031.0,-37,19138.0,5031.0,50891,39955,-14453,,,,,,,,,
2025,4,otc,2026-03-08,3152,璟德,,,,,699546,49246,650300,,,650300,,,652900,,,,,,,9.42,1425963.0,813219,,,612744.0,,,612744.0,336997.0,,275747.0,423799.0,2600,,,,,,,,,,,
2025,4,otc,2026-03-08,3163,波若威,,,,,535505,34356,501149,,,501149,,,477622,,,,477622,,,6.22,2225651.0,1823534,,,402117.0,,,402117.0,282449.0,,119668.0,415837.0,-23527,501149,,,,,,,,,,
2025,4,otc,2026-03-08,3169,亞信,,,,,276447,44942,231505,,,231505,,,224013,,,,224013,,,3.67,929566.0,434732,,,494834.0,,,494834.0,237161.0,,257673.0,18774.0,-7492,231505,,,,,,,,,,
2025,4,otc,2026-03-08,3178,公準,,,,,-24692,-4805,-19887,,,-19887,,,-16725,,,,-17504,,779,-0.46,1256311.0,1085976,,,170335.0,,,170335.0,188700.0,,-18365.0,-6327.0,3162,-20636,749,,,,,,,,,
2025,4,otc,2026-03-08,3188,鑫龍騰,,,,,969000,214041,754959,,,754959,,,754959,,,,754959,,,4.05,2695810.0,1474722,,,1221088.0,,,1221088.0,244368.0,,976720.0,-7720.0,,754959,,,,,,,,,,
2025,4,otc,2026-03-08,3211,順達,,,,,1800193,418384,1381809,,,1381809,,,1086688,,,,1086688,,,9.05,13218485.0,11025109,,,2193376.0,,,2193376.0,946494.0,,1246882.0,553311.0,-295121,1381809,,,,,,,,,,
2025,4,otc,2026-03-08,3218,大學光,,,,,1345583,290984,1054599,,,1054599,,,1046414,,,,1036947,,9467,12.31,4204086.0,1721499,,,2482587.0,,,2482587.0,1102351.0,,1380236.0,-34653.0,-8185,1042637,11962,,,,,,,,,
2025,4,otc,2026-03-08,3259,鑫創,,,,,-172070,0,-172070,,,-172070,,,-172070,,,,,,,-2.36,281877.0,246272,,,35605.0,,,35605.0,211994.0,,-176389.0,4319.0,0,,,,,,,,,,,
2025,4,otc,2026-03-08,3264,欣銓,,,,,3611652,771415,2840237,,,2840237,,,2841237,,,,2841237,,,5.99,14028461.0,8936966,,,5091495.0,,,5091495.0,1526411.0,,3565084.0,46568.0,1000,2840237,,,,,,,,,,
2025,4,otc,2026-03-08,3265,台星科,,,,,914360,167824,746536,,,746536,,,624718,,,,624718,,,5.48,4647786.0,3426407,,,1221379.0,,,1221379.0,301327.0,,920052.0,-5692.0,-121818,746536,,,,,,,,,,
2025,4,otc,2026-03-08,3297,杭特,,,,,20058,2982,17076,,,17076,,,17076,,,,17076,,,0.47,201520.0,131080,,,70440.0,0,0,70440.0,99223.0,,-28783.0,48841.0,,17076,,,,,,,,,,
2025,4,otc,2026-03-08,3303,岱稜,,,,,571552,135536,436016,,,436016,,,464165,,,,456454,,7711,4.57,3007421.0,1878681,,,1128740.0,,,1128740.0,661751.0,,466989.0,104563.0,28149,428333,7683,,,,,,,,,
2025,4,otc,2026-03-08,3306,鼎天,,,,,99698,1093,98605,,,98605,,,19347,,,,19347,,,1.95,1082883.0,809441,,,273442.0,,,273442.0,305261.0,1861,-29958.0,129656.0,-79258,98605,,,,,,,,,,
2025,4,otc,2026-03-08,3324,雙鴻,,,,,3277436,579681,2697755,,,2697755,,,2674297,,,,2597807,,76490,28.26,23276344.0,16904440,,,6371904.0,,,6371904.0,3112975.0,,3258929.0,18507.0,-23458,2572128,125627,,,,,,,,,
2025,4,otc,2026-03-08,3362,先進光,,,,,-158537,-3903,-154634,,,-154634,,,-153149,,,,-152255,,-894,-1.08,4316601.0,3497420,,,819181.0,,,819181.0,778210.0,,40971.0,-199508.0,1485,-153742,-892,,,,,,,,,
2025,4,otc,2026-03-08,3372,典範,,,,,-213689,0,-213689,,,-213689,,,-212040,,,,,,,-1.22,1099072.0,1221108,,,-122036.0,,,-122036.0,93313.0,,-215349.0,1660.0,1649,,,,,,,,,,,
2025,4,otc,2026-03-08,3374,精材,,,,,1564995,211462,1353533,,,1353533,,,1344997,,,,,,,4.99,7238545.0,5253823,,,1984722.0,,,1984722.0,507834.0,114183,1591071.0,-26076.0,-8536,,,,,,,,,,,
2025,4,otc,2026-03-08,3483,力致,,,,,483825,114156,369669,,,369669,,,383923,,,,383923,,,3.74,9003074.0,7245520,,,1757554.0,,,1757554.0,1455552.0,,302002.0,181823.0,14254,369669,,,,,,,,,,
2025,4,otc,2026-03-08,3511,矽瑪,,,,,-142289,-12325,-129964,,,-129964,,,-132527,,,,-96779,,-35748,-1.18,1752255.0,1533054,,,219201.0,,,219201.0,364416.0,,-145215.0,2926.0,-2563,-94216,-35748,,,,,,,,,
2025,4,otc,2026-03-08,3529,力旺,,,,,2284530,365917,1918613,,,1918613,,,1916693,,,,1909973,,6720,25.6,3849053.0,0,,,3849053.0,,,3849053.0,1596716.0,,2252337.0,32193.0,-1920,1911849,6764,,,,,,,,,
2025,4,otc,2026-03-08,3531,先益,,,,,42974,27314,15660,,,15660,,,7131,,,,9533,,-2402,0.3,1295459.0,1070052,,,225407.0,,,225407.0,228217.0,,-2810.0,45784.0,-8529,18062,-2402,,,,,,,,,
2025,4,otc,2026-03-08,3555,博士旺,,,,,36215,0,36215,,,36215,,,35263,,,,43617,,-8354,1.28,282476.0,252588,,,29888.0,,,29888.0,54160.0,,-24272.0,60487.0,-952,44259,-8044,,,,,,,,,
2025,4,otc,2026-03-08,3556,禾瑞亞,,,,,143922,22407,121515,,,121515,,,120803,,,,136258,,-15455,2.15,967468.0,506947,,,460521.0,,,460521.0,348799.0,,111722.0,32200.0,-712,136683,-15168,,,,,,,,,
2025,4,otc,2026-03-08,3564,其陽,,,,,52643,14295,38348,,,38348,,,40499,,,,40499,,,0.65,2496996.0,1924524,,,572472.0,,,572472.0,506819.0,,65653.0,-13010.0,2151,38348,,,,,,,,,,
2025,4,otc,2026-03-08,3581,博磊,,,,,121971,34649,87322,,,87322,,,96671,,,,50419,,46252,0.81,1569787.0,1050217,,,519570.0,,,519570.0,407137.0,,112433.0,9538.0,9349,41070,46252,,,,,,,,,
2025,4,otc,2026-03-08,3623,富晶通,,,,,-5075,-295,-4780,,,-4780,,,2345,,,,,,,-0.16,295310.0,299072,,,-3762.0,,,-3762.0,28445.0,,-32207.0,27132.0,7125,,,,,,,,,,,
2025,4,otc,2026-03-08,3663,鑫科,,,,,17208,17857,-649,,,-649,,,100189,,0,,89747,0,10442,-0.08,5714969.0,5492807,,,222162.0,,,222162.0,228545.0,,-6383.0,23591.0,100838,-8207,7558,,,,,,,,,
2025,4,otc,2026-03-08,3684,榮昌,,,,,128839,23911,104928,,,104928,,,102782,,,,102782,,,3.5,1149758.0,776765,,,372993.0,,,372993.0,249318.0,,123675.0,5164.0,-2146,104928,,,,,,,,,,
2025,4,otc,2026-03-08,4116,明基醫,,,,,334577,116956,217621,,,217621,,,208903,,0,,77964,0,130939,1.75,5253989.0,3564478,,,1689511.0,0,0,1689511.0,1347092.0,,342419.0,-7842.0,-8718,78172,139449,,,,,,,,,
2025,4,otc,2026-03-08,4121,優盛,,,,,-62423,6171,-68594,,,-68594,,,-70136,,,,-30778,,-39358,-0.36,3799559.0,2493353,,,1306206.0,,,1306206.0,1378888.0,,-72682.0,10259.0,-1542,-29897,-38697,,,,,,,,,
2025,4,otc,2026-03-08,4123,晟德,,,,,11568637,2245812,9322825,,,9322825,,,9400331,,,,9400331,,0,12.33,1516190.0,894932,,,621258.0,,,621258.0,533995.0,-448884,-361621.0,11930258.0,77506,9322825,0,,,,,,,,,
2025,4,otc,2026-03-08,4126,太醫,,,,,476521,93651,382870,,,382870,,,388116,,,,,,,5.27,2405903.0,1667015,,,738888.0,,,738888.0,265542.0,,473346.0,3175.0,5246,,,,,,,,,,,
2025,4,otc,2026-03-08,4130,健亞,,,,,13454,1772,11682,,,11682,,,-57712,,,,-57712,,,0.1,492406.0,315384,,,177022.0,,,177022.0,170107.0,,6915.0,6539.0,-69394,11682,,,,,,,,,,
2025,4,otc,2026-03-08,4153,鈺緯,,,,,108750,18210,90540,,,90540,,,90998,,,,90998,,,1.54,868840.0,604699,,,264141.0,0,541,264682.0,162427.0,,102255.0,6495.0,458,90540,,,,,,,,,,
2025,4,otc,2026-03-08,4161,聿新科,,,,,85318,15477,69841,,,69841,,,74082,,,,75433,,-1351,1.23,837191.0,593681,,,243510.0,,,243510.0,176776.0,,66734.0,18584.0,4241,71192,-1351,,,,,,,,,
2025,4,otc,2026-03-08,4188,安克,,,,,-71403,-15,-71388,,,-71388,,,-63540,,,,-47871,,-15669,-0.88,30437.0,20414,,,10023.0,,,10023.0,97978.0,,-87955.0,16552.0,7848,-55719,-15669,,,,,,,,,
2025,4,otc,2026-03-08,4305,世坤,,,,,264854,53885,210969,,,210969,,,211960,,,,,,,3.83,1080249.0,740852,,,339397.0,,,339397.0,82969.0,,256428.0,8426.0,991,,,,,,,,,,,
2025,4,otc,2026-03-08,4538,大詠城,,,,,22751,5422,17329,,,17329,,,17049,,,,,,,0.29,379786.0,319699,,,60087.0,,,60087.0,42738.0,,17349.0,5402.0,-280,,,,,,,,,,,
2025,4,otc,2026-03-08,4716,大立,,,,,-83401,-1061,-82340,,,-82340,,,-84005,,,,-80402,,-3603,-0.87,533218.0,479038,,,54180.0,,,54180.0,129146.0,,-74966.0,-8435.0,-1665,-78752,-3588,,,,,,,,,
2025,4,otc,2026-03-08,4760,勤凱科技,,,,,278457,55530,222927,,,222927,,,229883,,,,,,,7.05,1906400.0,1496282,,,410118.0,,,410118.0,121941.0,,288177.0,-9720.0,6956,,,,,,,,,,,
2025,4,otc,2026-03-08,4772,台特化,,,,,863982,129944,734038,,,734038,,,768641,,,,631773,,136868,4.2,1991499.0,938667,,,1052832.0,,,1052832.0,206105.0,,846727.0,17255.0,34603,620067,113971,,,,,,,,,
2025,4,otc,2026-03-08,4903,聯光通,,,,,119723,11988,107735,,,107735,,,115926,,,,115926,,0,1.02,1351435.0,1183524,,,167911.0,,,167911.0,107276.0,,60635.0,59088.0,8191,107735,0,,,,,,,,,
2025,4,otc,2026-03-08,4923,力士,,,,,-171533,828,-172361,,,-172361,,,-172351,,,,-172351,,,-5.26,899104.0,695836,,,203268.0,,,203268.0,384214.0,,-180946.0,9413.0,10,-172361,,,,,,,,,,
2025,4,otc,2026-03-08,4939,亞電,,,,,-48556,-6216,-42340,,,-42340,,,-147594,,,,-147594,,,-0.43,1417550.0,1110426,,,307124.0,,,307124.0,321390.0,,-14266.0,-34290.0,-105254,-42340,,,,,,,,,,
2025,4,otc,2026-03-08,4951,精拓科,,,,,228484,24169,204315,,,204315,,,203926,,,,203925,,1,5.98,540644.0,129212,,,411432.0,,,411432.0,239355.0,,172077.0,56407.0,-389,204314,1,,,,,,,,,
2025,4,otc,2026-03-08,4953,緯軟,,,,,727104,108973,618131,,,618131,,,625499,,,,625499,,,8.45,11603562.0,9680474,,,1923088.0,,,1923088.0,1215087.0,,708001.0,19103.0,7368,618131,,,,,,,,,,
2025,4,otc,2026-03-08,4966,譜瑞-KY,,,,,2982394,255681,2726713,,,2726713,,,1894352,,,,1894352,,,34.51,16531048.0,9496312,,,7034736.0,,,7034736.0,4325583.0,,2709153.0,273241.0,-832361,2726713,,,,,,,,,,
2025,4,otc,2026-03-08,4972,湯石照明,,,,,-101277,2931,-104208,,,-104208,,,-111028,,,,-111028,,,-1.84,932892.0,687710,,,245182.0,,,245182.0,369422.0,,-124240.0,22963.0,-6820,-104208,,,,,,,,,,
2025,4,otc,2026-03-08,4973,廣穎電通,,,,,164046,29685,134361,,,134361,,,7498,,,,7498,,,2.11,4258375.0,3249479,,,1008896.0,,,1008896.0,893232.0,,115664.0,48382.0,-126863,134361,,,,,,,,,,
2025,4,otc,2026-03-08,4974,亞泰,,,,,465880,91513,374367,,,374367,,,296642,,,,296642,,,5.16,3713187.0,3124760,,,588427.0,,,588427.0,174967.0,,413460.0,52420.0,-77725,374367,,,,,,,,,,
2025,4,otc,2026-03-08,4979,華星光,,,,,778191,13946,764245,,,764245,,,760614,,,,760614,,,5.43,4384846.0,3464207,,,920639.0,,,920639.0,183418.0,,737221.0,40970.0,-3631,764245,,,,,,,,,,
2025,4,otc,2026-03-08,4995,晶達,,,,,116562,21162,95400,,,95400,,,94463,,,,94463,,,2.25,1289814.0,884986,,,404828.0,,,404828.0,276041.0,,128787.0,-12225.0,-937,95400,,,,,,,,,,
2025,4,otc,2026-03-08,5209,新鼎,,,,,567040,107619,459421,,,459421,,,456597,,,,456597,,0,16.16,5344423.0,4659147,,,685276.0,,,685276.0,166297.0,,518979.0,48061.0,-2824,459421,0,,,,,,,,,
2025,4,otc,2026-03-08,5236,凌陽創新,,,,,598643,83464,515179,,,515179,,,514908,,,,,,,8.59,1999748.0,843983,,,1155765.0,,,1155765.0,593037.0,,562728.0,35915.0,-271,,,,,,,,,,,
2025,4,otc,2026-03-08,5272,笙科,,,,,-74721,-957,-73764,,,-73764,,,-138964,,,,,,,-1.33,341287.0,198510,,,142777.0,,,142777.0,233897.0,,-91120.0,16399.0,-65200,,,,,,,,,,,
2025,4,otc,2026-03-08,5274,信驊,,,,,4855419,927612,3927807,,,3927807,,,3925913,,,,3925913,,,103.92,9084875.0,2906170,,,6178705.0,,,6178705.0,1518362.0,,4660343.0,195076.0,-1894,3927807,,,,,,,,,,
2025,4,otc,2026-03-08,5289,宜鼎,,,,,2457312,436050,2021262,,,2021262,,,2023740,,,,2038163,,-14423,21.72,14261262.0,9829334,,,4431928.0,,,4431928.0,2042500.0,,2389428.0,67884.0,2478,2035643,-14381,,,,,,,,,
2025,4,otc,2026-03-08,5299,杰力,,,,,273867,41026,232841,,,232841,,,233499,,,,233499,,,4.58,1483423.0,967491,,,515932.0,,,515932.0,315527.0,,200405.0,73462.0,658,232841,,,,,,,,,,
2025,4,otc,2026-03-08,5340,建榮,,,,,291950,59615,232335,,,232335,,,233235,,,,,,,1.19,2277939.0,1855160,,,422779.0,,,422779.0,115520.0,,307259.0,-15309.0,900,,,,,,,,,,,
2025,4,otc,2026-03-08,5344,立衛,,,,,-31380,-264,-31116,,,-31116,,,-31116,,,,,,,-0.39,340231.0,320786,,,19445.0,,,19445.0,58070.0,,-38625.0,7245.0,0,,,,,,,,,,,
2025,4,otc,2026-03-08,5347,世界,,,,,9250743,1480293,7770450,,,7770450,,,7438583,,,,7412767,,25816,4.3,48591245.0,34937406,,,13653839.0,,,13653839.0,5880468.0,,7773371.0,1477372.0,-331867,7907502,-137052,,,,,,,,,
2025,4,otc,2026-03-08,5353,台林,,,,,117513,14030,103483,,,103483,,,124285,,,,124285,,,1.38,1831164.0,1398054,,,433110.0,,,433110.0,326401.0,,106709.0,10804.0,20802,103483,,,,,,,,,,
2025,4,otc,2026-03-08,5371,中光電,,,,,473062,115425,357637,,,357637,,,668327,,,,734634,,-66307,0.95,39576665.0,32746991,,,6829674.0,,,6829674.0,6960701.0,,-131027.0,604089.0,310690,371914,-14277,,,,,,,,,
2025,4,otc,2026-03-08,5398,慕康生醫,,,,,23843,6486,17357,,,17357,,,-15545,,,,-15545,,,0.35,229849.0,144598,,,85251.0,,,85251.0,73334.0,,11917.0,11926.0,-32902,17357,,,,,,,,,,
2025,4,otc,2026-03-08,5443,均豪,,,,,643696,118305,525391,,,525391,,,2893179,,,,2458762,,434417,2.59,4669827.0,3031170,,,1638657.0,,,1638657.0,1158115.0,,480542.0,163154.0,2367788,416948,108443,,,,,,,,,
2025,4,otc,2026-03-08,5478,智冠,,,,,1533208,264209,1268999,,,1268999,,,321418,,,,245173,,76245,7.93,6518562.0,3036969,,,3481593.0,,,3481593.0,2313153.0,,1168440.0,364768.0,-947581,1188199,80800,,,,,,,,,
2025,4,otc,2026-03-08,5481,新華,,,,,-41686,1719,-43405,,,-43405,,,-43393,,,,-43393,,0,-0.65,96378.0,57986,,,38392.0,,,38392.0,85501.0,,-47109.0,5423.0,12,-43405,0,,,,,,,,,
2025,4,otc,2026-03-08,5514,三豐,,,,,-29939,0,-29939,,,-29939,,,20270,,,,20275,,-5,-0.13,5780.0,1610,,,4170.0,,,4170.0,66619.0,,-62449.0,32510.0,50209,-29934,-5,,,,,,,,,
2025,4,otc,2026-03-08,5864,致和證,1414894.0,295068.0,1119826.0,58431.0,1178257,16379,1161878,0,0,1161878,-65974.0,0,1095904,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-08,5902,德記,,,,,265285,53698,211587,,,211587,,,211950,,,,211950,,,2.24,2285060.0,1737589,,,547471.0,,,547471.0,293790.0,,253681.0,11604.0,363,211587,,,,,,,,,,
2025,4,otc,2026-03-08,5903,全家,,,,,2277546,483251,1794295,,,1794295,,,1836813,,,,1733537,,103276,7.6,110042154.0,69994621,,,40047533.0,,,40047533.0,38193033.0,,1854500.0,423046.0,42518,1695904,98391,,,,,,,,,
2025,4,otc,2026-03-08,5904,寶雅,,,,,3923139,780608,3142531,,,3142531,,,3143817,,,,,,,29.54,25319841.0,13872775,,,11447066.0,,,11447066.0,7572336.0,,3874730.0,48409.0,1286,,,,,,,,,,,
2025,4,otc,2026-03-08,6103,合邦,,,,,-8353,-769,-7584,,,-7584,,,-7602,,,,-7602,,0,-0.56,91554.0,78739,,,12815.0,,,12815.0,15507.0,,-2692.0,-5661.0,-18,-7584,0,,,,,,,,,
2025,4,otc,2026-03-08,6114,久威,,,,,185876,46328,139548,99,,139647,,,266211,,,,266211,,,3.18,874437.0,747146,,,127291.0,,,127291.0,84781.0,,42510.0,143366.0,126564,139647,,,,,,,,,,
2025,4,otc,2026-03-08,6129,普誠,,,,,-183693,6597,-190290,,,-190290,,,-203547,,,,-202486,,-1061,-1.09,1123060.0,758650,,,364410.0,,,364410.0,611089.0,,-246679.0,62986.0,-13257,-197749,7459,,,,,,,,,
2025,4,otc,2026-03-08,6138,茂達,,,,,1391982,243451,1148531,,,1148531,,,1150358,,,,953063,,197295,13.04,7483689.0,4788666,,,2695023.0,,,2695023.0,1406638.0,,1288385.0,103597.0,1827,951236,197295,,,,,,,,,
2025,4,otc,2026-03-08,6146,耕興,,,,,1379766,224212,1155554,,,1155554,,,1186204,,,,1123520,,62684,10.77,4494537.0,2422527,,,2072010.0,,,2072010.0,728538.0,,1343472.0,36294.0,30650,1096676,58878,,,,,,,,,
2025,4,otc,2026-03-08,6147,頎邦,,,,,3256289,480939,2775350,,,2775350,,,2822625,,,,2822625,,,3.74,21454104.0,16862652,,,4591452.0,,,4591452.0,2191230.0,,2400222.0,856067.0,47275,2775350,,,,,,,,,,
2025,4,otc,2026-03-08,6154,順發,,,,,50596,9476,41120,,,41120,,,38052,,,,38052,,,0.51,3926643.0,3278347,,,648296.0,,,648296.0,602589.0,,45707.0,4889.0,-3068,41120,,,,,,,,,,
2025,4,otc,2026-03-08,6161,捷波,,,,,188528,35781,152747,0,,152747,,,138045,,,,138045,,,2.72,1406500.0,939669,,,466831.0,,,466831.0,323149.0,,143682.0,44846.0,-14702,152747,,,,,,,,,,
2025,4,otc,2026-03-08,6174,安碁,,,,,38925,5844,33081,,,33081,,,23547,,,,23547,,,0.66,611012.0,398312,,,212700.0,,,212700.0,171894.0,,40806.0,-1881.0,-9534,33081,,,,,,,,,,
2025,4,otc,2026-03-08,6180,橘子,,,,,-418677,-143355,-275322,,,-275322,,,-316257,,,,-302235,,-14022,-1.53,8866859.0,6400211,,,2466648.0,,,2466648.0,2941323.0,,-474675.0,55998.0,-40935,-269341,-5981,,,,,,,,,
2025,4,otc,2026-03-08,6185,幃翔,,,,,32159,-1208,33367,,,33367,,,-13495,,,,-13495,,,0.22,527450.0,401143,,,126307.0,,,126307.0,208562.0,,-82255.0,114414.0,-46862,33367,,,,,,,,,,
2025,4,otc,2026-03-08,6187,萬潤,,,,,1812773,316426,1496347,,,1496347,,,1648735,,,,1637563,,11172,15.46,5366210.0,2452891,,,2913319.0,,,2913319.0,1302558.0,,1610761.0,202012.0,152388,1485175,11172,,,,,,,,,
2025,4,otc,2026-03-08,6188,廣明,,,,,1360506,325609,1034897,,,1034897,,,933185,,,,901439,,31746,3.61,9591734.0,6837314,,,2754420.0,,,2754420.0,1690294.0,,1064126.0,296380.0,-101712,1004416,30481,,,,,,,,,
2025,4,otc,2026-03-08,6231,系微,,,,,404734,100885,303849,,,303849,,,289509,,,,289509,,,6.66,1689513.0,440703,,,1248810.0,,,1248810.0,855527.0,,393283.0,11451.0,-14340,303849,,,,,,,,,,
2025,4,otc,2026-03-08,6242,立康,,,,,104053,20229,83824,,,83824,,,79174,,,,79174,,,2.64,589209.0,190955,,,398254.0,,,398254.0,299970.0,,98284.0,5769.0,-4650,83824,,,,,,,,,,
2025,4,otc,2026-03-08,6248,沛波,,,,,182962,30504,152458,,,152458,,,144753,,,,144753,,,1.53,7678408.0,7242252,,,436156.0,,,436156.0,255782.0,,180374.0,2588.0,-7705,152458,,,,,,,,,,
2025,4,otc,2026-03-08,6263,普萊德,,,,,632132,112301,519831,,,519831,,,520051,,,,520051,,0,8.32,1884286.0,1005182,,,879104.0,,,879104.0,281611.0,,597493.0,34639.0,220,519831,0,,,,,,,,,
2025,4,otc,2026-03-08,6291,沛亨,,,,,346005,73038,272967,,,272967,,,261230,,0,,267627,0,-6397,6.6,2128865.0,1384779,,,744086.0,,,744086.0,367189.0,,376897.0,-30892.0,-11737,277171,-4204,,,,,,,,,
2025,4,otc,2026-03-08,6292,迅德,,,,,99759,6554,93205,0,,93205,,,48059,,,,48059,,0,2.0,1001648.0,643145,,,358503.0,,,358503.0,296417.0,8142,70228.0,29531.0,-45146,93205,0,,,,,,,,,
2025,4,otc,2026-03-08,6417,韋僑,,,,,254321,50262,204059,,,204059,,,204260,,,,204260,,,4.83,1607566.0,1103034,,,504532.0,,,504532.0,245616.0,,258916.0,-4595.0,201,204059,,,,,,,,,,
2025,4,otc,2026-03-08,6435,大中,,,,,419446,65014,354432,,,354432,,,410384,,,,,,,9.52,3401493.0,2637956,,,763537.0,,,763537.0,389974.0,,373563.0,45883.0,55952,,,,,,,,,,,
2025,4,otc,2026-03-08,6469,大樹,,,,,743988,162485,581503,,,581503,,,642021,,,,661687,,-19666,4.01,18895916.0,13479153,,,5416763.0,,,5416763.0,4727432.0,,689331.0,54657.0,60518,600421,-18918,,,,,,,,,
2025,4,otc,2026-03-08,6486,互動,,,,,364052,67845,296207,,,296207,,,296180,,0,,294059,0,2121,5.78,2686097.0,1819988,,,866109.0,,,866109.0,516397.0,,349712.0,14340.0,-27,294086,2121,,,,,,,,,
2025,4,otc,2026-03-08,6494,九齊,,,,,-30510,-1013,-29497,,,-29497,,,-29169,,,,-29169,,,-0.93,1187325.0,901273,,,286052.0,,,286052.0,315199.0,,-29147.0,-1363.0,328,-29497,,,,,,,,,,
2025,4,otc,2026-03-08,6496,科懋,,,,,-172342,10827,-183169,,,-183169,,,-188921,,,,-188921,,,-3.97,898263.0,538097,,,360166.0,,,360166.0,531766.0,,-171600.0,-742.0,-5752,-183169,,,,,,,,,,
2025,4,otc,2026-03-08,6510,精測,,,,,1224872,238481,986391,,,986391,,,978392,,,,989182,,-10790,30.41,4806013.0,2137888,,,2668125.0,,,2668125.0,1477645.0,0,1190480.0,34392.0,-7999,997181,-10790,,,,,,,,,
