Year,Quarter,MType,資料日期,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
2024,2,otc,2025-11-17,8936,國統,-93490,12351,-118592,37,-199694,1195292,995598
2024,2,otc,2025-11-17,8937,合騏,-41614,-9350,38264,,-12700,192397,179697
2024,2,otc,2025-11-17,8938,明安,1857871,-814044,-523654,21014,541187,2776790,3317977
2024,2,otc,2025-11-17,8941,關中,172747,58796,-390018,14550,-143925,619368,475443
2024,2,otc,2025-11-17,8942,森鉅,721705,954866,-1587536,1683,90718,1634203,1724921
2024,2,otc,2025-11-17,9949,琉園,-886,702,6052,-645,5223,40688,45911
2024,2,otc,2025-11-17,9950,萬國通,67236,-11997,-80341,3358,-21744,524282,502538
2024,2,otc,2025-11-17,9951,皇田,65596,-131459,-150493,43551,-172805,1464385,1291580
2024,2,otc,2025-11-17,9960,邁達康,39247,-33142,-164549,11284,-147160,355640,208480
2024,2,otc,2025-11-17,9962,有益,-62897,-82939,93649,0,-52187,173667,121480
2024,2,sii,2025-11-17,1101,台泥,10332542,-24152426,24312636,2391210,12883962,66366622,79250584
2024,2,sii,2025-11-17,1102,亞泥,8852024,-12096345,-13252292,1293495,-15203118,33229516,18026398
2024,2,sii,2025-11-17,1103,嘉泥,153284,92892,13314,-24108,235382,2054339,2289721
2024,2,sii,2025-11-17,1104,環泥,568815,-156196,-696265,,-283646,1418310,1134664
2024,2,sii,2025-11-17,1108,幸福,522419,-260018,-147739,-131,114531,283737,398268
2024,2,sii,2025-11-17,1109,信大,300036,285781,-91512,42480,536785,2930678,3467463
2024,2,sii,2025-11-17,1110,東泥,-77776,-168514,224530,,-21760,287887,266127
2024,2,sii,2025-11-17,1201,味全,460240,-474378,-628103,32916,-609325,1667471,1058146
2024,2,sii,2025-11-17,1203,味王,325813,80106,-382878,-24818,-1777,1659193,1657416
2024,2,sii,2025-11-17,1210,大成,2325423,-2100485,-380418,-109670,-265150,6341576,6076426
2024,2,sii,2025-11-17,1213,大飲,-75700,56169,19853,5,327,1125,1452
2024,2,sii,2025-11-17,1215,卜蜂,585162,-1195750,575273,3561,-31754,275585,243831
2024,2,sii,2025-11-17,1216,統一,31409349,-22552924,-12448443,1474044,-2117974,100855846,98737872
2024,2,sii,2025-11-17,1217,愛之味,-17037,-68133,-32645,8558,-109257,591247,481990
2024,2,sii,2025-11-17,1218,泰山,822547,-347847,12644,11076,498420,1821582,2320002
2024,2,sii,2025-11-17,1219,福壽,231940,-217041,102500,165,117564,848678,966242
2024,2,sii,2025-11-17,1220,台榮,395344,-23795,-148715,,222834,332648,555482
2024,2,sii,2025-11-17,1225,福懋油,411202,-28447,-453025,379,-69891,945308,875417
2024,2,sii,2025-11-17,1227,佳格,1365646,-1401331,-47596,100252,16971,2938886,2955857
2024,2,sii,2025-11-17,1229,聯華,1243871,-584121,-587556,131676,203870,4686205,4890075
2024,2,sii,2025-11-17,1231,聯華食,-13732,-731594,753438,3558,11670,866287,877957
2024,2,sii,2025-11-17,1232,大統益,1413140,-56245,13385,,1370280,1583670,2953950
2024,2,sii,2025-11-17,1233,天仁,102435,-7888,-83417,259,11389,172657,184046
2024,2,sii,2025-11-17,1234,黑松,17813,-323250,138824,7171,-159442,1489381,1329939
2024,2,sii,2025-11-17,1235,興泰,-24465,-102824,142944,,15655,61705,77360
2024,2,sii,2025-11-17,1236,宏亞,-26657,54344,-36595,0,-8908,118829,109921
2024,2,sii,2025-11-17,1256,鮮活果汁-KY,237297,118542,-904119,50082,-498198,1488281,990083
2024,2,sii,2025-11-17,1301,台塑,-8205295,-9351783,16492295,1969110,904327,6147041,7051368
2024,2,sii,2025-11-17,1303,南亞,3819056,-10205318,-5844328,5192808,-7037782,80301186,73263404
2024,2,sii,2025-11-17,1304,台聚,1114138,-4088787,-200130,375638,-2799141,11059546,8260405
2024,2,sii,2025-11-17,1305,華夏,470715,-534308,396912,1208,334527,1203186,1537713
2024,2,sii,2025-11-17,1307,三芳,1038194,-409542,-51416,250100,827336,4765044,5592380
2024,2,sii,2025-11-17,1308,亞聚,122364,-754900,372704,9153,-250679,1152991,902312
2024,2,sii,2025-11-17,1309,台達化,13938,-289263,302285,65348,92308,2211329,2303637
2024,2,sii,2025-11-17,1310,台苯,-403565,50701,76909,21826,-254129,604092,349963
2024,2,sii,2025-11-17,1312,國喬,-2043149,-1469822,2874994,471433,-166544,4726354,4559810
2024,2,sii,2025-11-17,1313,聯成,-737940,-492030,2191152,819400,1780582,3209524,4990106
2024,2,sii,2025-11-17,1314,中石化,-3094107,2487712,641389,73752,108746,5513603,5622349
2024,2,sii,2025-11-17,1315,達新,54114,201996,-251870,3842,8082,2249460,2257542
2024,2,sii,2025-11-17,1316,上曜,-464386,117216,1493597,399,1146826,689023,1835849
2024,2,sii,2025-11-17,1319,東陽,2999014,-904030,-274447,46349,1866886,3817008,5683894
2024,2,sii,2025-11-17,1321,大洋,256589,-18313,-174086,8409,72599,682323,754922
2024,2,sii,2025-11-17,1323,永裕,182754,-315648,-122609,74715,-180788,1170317,989529
2024,2,sii,2025-11-17,1324,地球,4660,-32389,-939,2188,-26480,280158,253678
2024,2,sii,2025-11-17,1325,恆大,28815,-123652,89,7685,-87063,554253,467190
2024,2,sii,2025-11-17,1326,台化,-6091163,-10851809,8954787,1372250,-6615935,23871348,17255413
2024,2,sii,2025-11-17,1337,再生-KY,210224,-765846,710332,32281,186991,1135394,1322385
2024,2,sii,2025-11-17,1338,廣華-KY,430707,-116950,-617326,40796,-262773,2986053,2723280
2024,2,sii,2025-11-17,1339,昭輝,363289,-42864,-106188,-42820,171417,550670,722087
2024,2,sii,2025-11-17,1340,勝悅-KY,-181755,-29096,14680,18724,-177447,638786,461339
2024,2,sii,2025-11-17,1341,富林-KY,152088,-125958,-556,-29768,-4194,275684,271490
2024,2,sii,2025-11-17,1342,八貫,226827,-70658,-204194,,-48025,599963,551938
2024,2,sii,2025-11-17,1402,遠東新,17328405,-5932821,-11553246,435717,278055,31763569,32041624
2024,2,sii,2025-11-17,1409,新纖,-5202952,-2544037,7128093,351400,-267496,10499318,10231822
2024,2,sii,2025-11-17,1410,南染,32541,15686,-463,,47764,455921,503685
2024,2,sii,2025-11-17,1413,宏洲,14657,-12229,-13652,,-11224,62915,51691
2024,2,sii,2025-11-17,1414,東和,99823,-25702,-105712,,-31591,163125,131534
2024,2,sii,2025-11-17,1416,廣豐,16394,-282955,150221,91907,-24433,233146,208713
2024,2,sii,2025-11-17,1417,嘉裕,126028,89496,-180099,13572,48997,756005,805002
2024,2,sii,2025-11-17,1418,東華,-72849,-92164,199069,3,34059,827635,861694
2024,2,sii,2025-11-17,1419,新紡,-28171,-234348,-307349,-91,-569959,1610707,1040748
2024,2,sii,2025-11-17,1423,利華,10798,-177183,365,,-166020,384706,218686
2024,2,sii,2025-11-17,1432,大魯閣,-38762,-140133,423056,3831,247992,489311,737303
2024,2,sii,2025-11-17,1434,福懋,1064427,-291120,-836429,121473,58351,4241157,4299508
2024,2,sii,2025-11-17,1435,中福,-14074,-69423,384,,-83113,142210,59097
2024,2,sii,2025-11-17,1436,華友聯,-1235246,-28332,1326605,,63027,649944,712971
2024,2,sii,2025-11-17,1437,勤益控,237150,-150849,-84579,12406,14128,748503,762631
2024,2,sii,2025-11-17,1438,三地開發,351079,-492657,105659,,-35919,55386,19467
2024,2,sii,2025-11-17,1439,雋揚,-75240,-101556,34797,,-141999,605103,463104
2024,2,sii,2025-11-17,1440,南紡,-466462,-2268746,-1851803,312467,-4274544,8887371,4612827
2024,2,sii,2025-11-17,1441,大東,-62090,-4479,9263,16652,-40654,133836,93182
2024,2,sii,2025-11-17,1442,名軒,3075982,-308579,-2759908,,7495,678367,685862
2024,2,sii,2025-11-17,1443,立益物流,170582,-330712,261433,-75968,25335,108083,133418
2024,2,sii,2025-11-17,1444,力麗,366560,-386026,-146846,24875,-141437,1075863,934426
2024,2,sii,2025-11-17,1445,大宇,-168360,50783,-531,,-118108,1242589,1124481
2024,2,sii,2025-11-17,1446,宏和,1911391,-319,-1793774,-11,117287,286038,403325
2024,2,sii,2025-11-17,1447,力鵬,2690675,-192718,-865976,71126,1703107,2102831,3805938
2024,2,sii,2025-11-17,1449,佳和,196096,-240557,18221,125,-26115,210214,184099
2024,2,sii,2025-11-17,1451,年興,3942,115558,9328,57773,186601,1302034,1488635
2024,2,sii,2025-11-17,1452,宏益,151703,-1741,-123,,149839,676783,826622
2024,2,sii,2025-11-17,1453,大將,-329814,23215,304307,,-2292,9434,7142
2024,2,sii,2025-11-17,1454,台富,-32642,-112842,9063,,-136421,248447,112026
2024,2,sii,2025-11-17,1455,集盛,-510111,-486263,952154,597,-43623,144683,101060
2024,2,sii,2025-11-17,1456,怡華,-228076,-103686,289944,,-41818,134014,92196
2024,2,sii,2025-11-17,1457,宜進,-270424,1869626,-1299926,,299276,317994,617270
2024,2,sii,2025-11-17,1459,聯發,13782,-360392,429680,3876,86946,560431,647377
2024,2,sii,2025-11-17,1460,宏遠,652840,-459481,-91232,29736,131863,708976,840839
2024,2,sii,2025-11-17,1463,強盛新,-46291,-27257,211,,-73337,223705,150368
2024,2,sii,2025-11-17,1464,得力,-8573,524555,-709083,177399,-15702,989952,974250
2024,2,sii,2025-11-17,1465,偉全,84502,-38576,-80,,45846,236621,282467
2024,2,sii,2025-11-17,1466,聚隆,108157,-98446,-70303,,-60592,187526,126934
2024,2,sii,2025-11-17,1467,南緯,299999,-254307,166880,76695,289267,2102688,2391955
2024,2,sii,2025-11-17,1468,昶和,27972,97164,89418,5558,220112,166480,386592
2024,2,sii,2025-11-17,1470,大統新創,64763,15680,-2066,-1259,77118,202034,279152
2024,2,sii,2025-11-17,1471,首利,46342,178518,-4981,22711,242590,919099,1161689
2024,2,sii,2025-11-17,1472,三洋實業,563642,-432418,-44639,322,86907,793406,880313
2024,2,sii,2025-11-17,1473,台南,450201,-208008,-163970,65308,143531,735368,878899
2024,2,sii,2025-11-17,1474,弘裕,123469,22413,-101401,4124,48605,431458,480063
2024,2,sii,2025-11-17,1475,業旺,193802,-290000,147000,,50802,1097198,1148000
2024,2,sii,2025-11-17,1476,儒鴻,1313136,1931108,-3709403,15736,-449423,2813733,2364310
2024,2,sii,2025-11-17,1477,聚陽,2538644,778850,-4134065,123075,-693496,3014226,2320730
2024,2,sii,2025-11-17,1503,士電,775631,-1290,-908216,118428,-15447,3373418,3357971
2024,2,sii,2025-11-17,1504,東元,1357639,-112502,-890576,1001696,1356257,23640536,24996793
2024,2,sii,2025-11-17,1506,正道,-12422,-23645,-23591,4428,-55230,509641,454411
2024,2,sii,2025-11-17,1512,瑞利,-14427,-2558,-1987,-3588,-22560,95573,73013
2024,2,sii,2025-11-17,1513,中興電,1270984,231690,-1445619,31518,88573,2203461,2292034
2024,2,sii,2025-11-17,1514,亞力,-209832,-52435,360324,7599,105656,751079,856735
2024,2,sii,2025-11-17,1515,力山,-131763,-38921,-744174,16700,-898158,3283001,2384843
2024,2,sii,2025-11-17,1516,川飛,-51955,572,-30000,,-81383,192571,111188
2024,2,sii,2025-11-17,1517,利奇,55393,-233894,-723,-3920,-183144,1321309,1138165
2024,2,sii,2025-11-17,1519,華城,1181511,-56601,681695,12287,1818892,1737486,3556378
2024,2,sii,2025-11-17,1521,大億,23892,-53870,14196,433,-15349,390349,375000
2024,2,sii,2025-11-17,1522,堤維西,942757,-1217299,-50967,168298,-157211,1858204,1700993
2024,2,sii,2025-11-17,1524,耿鼎,222939,-161880,-165541,,-104482,699199,594717
2024,2,sii,2025-11-17,1525,江申,-52640,85965,-111554,34491,-43738,1787196,1743458
2024,2,sii,2025-11-17,1526,日馳,26254,-38762,-12881,36469,11080,342695,353775
2024,2,sii,2025-11-17,1527,鑽全,333012,-441134,30,,-108092,383115,275023
2024,2,sii,2025-11-17,1528,恩德,38067,-68171,152920,9318,132134,722729,854863
2024,2,sii,2025-11-17,1529,樂事綠能,21767,-140799,-15524,0,-134556,370312,235756
2024,2,sii,2025-11-17,1530,亞崴,-29745,-70585,-54327,11597,-143060,866173,723113
2024,2,sii,2025-11-17,1531,高林股,94598,-63884,-277,6470,36907,736967,773874
2024,2,sii,2025-11-17,1532,勤美,2509820,-895273,-930215,93157,777489,6556648,7334137
2024,2,sii,2025-11-17,1533,車王電,63640,-53466,139195,65673,215042,861031,1076073
2024,2,sii,2025-11-17,1535,中宇,409756,-27453,-107652,13527,288178,550734,838912
2024,2,sii,2025-11-17,1536,和大,480489,-291289,-9047,27293,207446,784936,992382
2024,2,sii,2025-11-17,1537,廣隆,88272,-69143,-15953,73810,76986,1749726,1826712
2024,2,sii,2025-11-17,1538,正峰,-32865,16515,-20913,18968,-18295,82341,64046
2024,2,sii,2025-11-17,1539,巨庭,207501,-7632,-143668,50,56251,559078,615329
2024,2,sii,2025-11-17,1540,喬福,62569,9848,,82,72499,34212,106711
2024,2,sii,2025-11-17,1541,錩泰,488444,-3327,-489692,25280,20705,82560,103265
2024,2,sii,2025-11-17,1558,伸興,452114,-743741,-109003,44220,-356410,2845230,2488820
2024,2,sii,2025-11-17,1560,中砂,679734,-157070,1318673,18495,1859832,992118,2851950
2024,2,sii,2025-11-17,1563,巧新,1171846,-80380,-335560,590,756496,1237045,1993541
2024,2,sii,2025-11-17,1568,倉佑,137735,-46924,-280575,-1194,-190958,860249,669291
2024,2,sii,2025-11-17,1582,信錦,719217,-81001,-340683,98181,395714,3233289,3629003
2024,2,sii,2025-11-17,1583,程泰,-62051,-73267,-90466,18845,-206939,1819678,1612739
2024,2,sii,2025-11-17,1587,吉茂,30483,-84679,70035,28978,44817,553889,598706
2024,2,sii,2025-11-17,1589,永冠-KY,-263588,-118721,513160,203107,333958,2196543,2530501
2024,2,sii,2025-11-17,1590,亞德客-KY,4528578,-2327683,-6319614,-2646,-4121365,9191705,5070340
2024,2,sii,2025-11-17,1597,直得,93918,-151227,-46438,19259,-84488,834093,749605
2024,2,sii,2025-11-17,1598,岱宇,288289,-156168,-286305,33799,-120385,1158512,1038127
2024,2,sii,2025-11-17,1603,華電,-159540,48028,66569,,-44943,172591,127648
2024,2,sii,2025-11-17,1604,聲寶,149584,-809962,468298,7452,-184628,1035802,851174
2024,2,sii,2025-11-17,1605,華新,-3666821,-589292,-1852508,1866199,-4242422,16347012,12104590
2024,2,sii,2025-11-17,1608,華榮,-386741,-75743,462857,,373,170717,171090
2024,2,sii,2025-11-17,1609,大亞,-970059,-1884812,4103840,54245,1303214,5607968,6911182
2024,2,sii,2025-11-17,1611,中電,161250,-39475,-15691,-6223,99861,481712,581573
2024,2,sii,2025-11-17,1612,宏泰,156357,-304329,-6156,1231,-152897,1929079,1776182
2024,2,sii,2025-11-17,1614,三洋電,135207,-122623,-12846,,-262,83594,83332
2024,2,sii,2025-11-17,1615,大山,49089,-68586,27061,,7564,74346,81910
2024,2,sii,2025-11-17,1616,億泰,-24296,64639,461849,9928,512120,131587,643707
2024,2,sii,2025-11-17,1617,榮星,-208966,195832,105344,36527,128737,693000,821737
2024,2,sii,2025-11-17,1618,合機,309057,-29926,42199,354,321684,67057,388741
2024,2,sii,2025-11-17,1626,艾美特-KY,113112,-98614,175013,72221,261732,671369,933101
2024,2,sii,2025-11-17,1702,南僑,2072741,-1012984,-575923,247670,731504,9516930,10248434
2024,2,sii,2025-11-17,1707,葡萄王,204824,-392361,-671185,22287,-836435,4818703,3982268
2024,2,sii,2025-11-17,1708,東鹼,918007,-148802,-251599,21362,538968,1600594,2139562
2024,2,sii,2025-11-17,1709,和益,208924,31395,-199650,789,41458,488048,529506
2024,2,sii,2025-11-17,1710,東聯,492422,777886,-1443734,9523,-163903,1917016,1753113
2024,2,sii,2025-11-17,1711,永光,434430,-351678,13792,21257,117801,1409839,1527640
2024,2,sii,2025-11-17,1712,興農,653667,-200303,-603591,-8569,-158796,2099156,1940360
2024,2,sii,2025-11-17,1713,國化,-55691,5585,-594,,-50700,156288,105588
2024,2,sii,2025-11-17,1714,和桐,661808,-123401,99639,235829,873875,6523774,7397649
2024,2,sii,2025-11-17,1717,長興,1860025,-2759111,5206,163412,-730468,6382309,5651841
2024,2,sii,2025-11-17,1718,中纖,2025097,-19774380,2807899,48823,-14892561,60193620,45301059
2024,2,sii,2025-11-17,1720,生達,469792,-369694,-522093,2305,-419690,2036743,1617053
2024,2,sii,2025-11-17,1721,三晃,107574,-44462,20290,,83402,517747,601149
2024,2,sii,2025-11-17,1722,台肥,1975442,-686322,-90437,9609,1208292,4328814,5537106
2024,2,sii,2025-11-17,1723,中碳,846483,-591657,-788883,4849,-529208,1174677,645469
2024,2,sii,2025-11-17,1725,元禎,-27319,8224,-82176,39365,-61906,871275,809369
2024,2,sii,2025-11-17,1726,永記,517478,-864633,-8341,90633,-264863,1844911,1580048
2024,2,sii,2025-11-17,1727,中華化,103768,-180852,15262,0,-61822,209123,147301
2024,2,sii,2025-11-17,1730,花仙子,263365,10962,-32833,6723,248217,867922,1116139
2024,2,sii,2025-11-17,1731,美吾華,118485,-242088,133422,2021,11840,178481,190321
2024,2,sii,2025-11-17,1732,毛寶,5389,8043,-686,3551,16297,146483,162780
2024,2,sii,2025-11-17,1733,五鼎,127982,-14121,-139306,8541,-16904,382046,365142
2024,2,sii,2025-11-17,1734,杏輝,205721,-209161,-23782,7637,-19585,1074489,1054904
2024,2,sii,2025-11-17,1735,日勝化,98278,-44643,-108693,611,-54447,372784,318337
2024,2,sii,2025-11-17,1736,喬山,434981,-311596,152854,-118561,157678,2341417,2499095
2024,2,sii,2025-11-17,1737,臺鹽,197800,-176845,17315,581,38851,1444734,1483585
2024,2,sii,2025-11-17,1752,南光,139446,-96285,-176987,-1,-133827,378475,244648
2024,2,sii,2025-11-17,1760,寶齡富錦,160762,-117716,2627,1557,47230,534625,581855
2024,2,sii,2025-11-17,1762,中化生,212681,-67766,-202052,642,-56495,269569,213074
2024,2,sii,2025-11-17,1773,勝一,1160645,-1003547,-146105,18350,29343,278614,307957
2024,2,sii,2025-11-17,1776,展宇,70237,7983,-37887,4031,44364,387330,431694
2024,2,sii,2025-11-17,1783,和康生,98883,-13163,5242,-1256,89706,431082,520788
2024,2,sii,2025-11-17,1786,科妍,127035,-26174,-616,38,100283,511101,611384
2024,2,sii,2025-11-17,1789,神隆,421329,-135586,-30749,10283,265277,3941524,4206801
2024,2,sii,2025-11-17,1795,美時,2698806,-658970,-1039349,84945,1085432,1770880,2856312
2024,2,sii,2025-11-17,1802,台玻,1419356,-1867495,-58759,620655,113757,6673522,6787279
2024,2,sii,2025-11-17,1805,寶徠,-62983,-6138,49342,30,-19749,175674,155925
2024,2,sii,2025-11-17,1806,冠軍,389692,-362905,334973,6659,368419,1705602,2074021
2024,2,sii,2025-11-17,1808,潤隆,-3297271,57588,3058402,,-181281,4199162,4017881
2024,2,sii,2025-11-17,1809,中釉,67342,-23841,-63498,28620,8623,612963,621586
2024,2,sii,2025-11-17,1810,和成,-206792,-68449,-134627,-731,-410599,1372939,962340
2024,2,sii,2025-11-17,1817,凱撒衛,170298,-45248,-48049,17153,94154,297963,392117
2024,2,sii,2025-11-17,1903,士紙,7190,-132466,154102,,28826,186724,215550
2024,2,sii,2025-11-17,1904,正隆,368622,-1121700,1108443,-177092,178273,6048140,6226413
2024,2,sii,2025-11-17,1905,華紙,22049,-95712,739576,48577,714490,871911,1586401
2024,2,sii,2025-11-17,1906,寶隆,-88197,-59435,65081,,-82551,110322,27771
2024,2,sii,2025-11-17,1907,永豐餘,1813976,-2935018,2427908,425927,1732793,8917405,10650198
2024,2,sii,2025-11-17,1909,榮成,1473514,-612438,445177,-576255,729998,1041091,1771089
2024,2,sii,2025-11-17,2002,中鋼,19306184,-18173292,4215503,-5672,5342723,10919515,16262238
2024,2,sii,2025-11-17,2006,東和鋼鐵,3162517,-405436,-2825480,98600,30201,1732667,1762868
2024,2,sii,2025-11-17,2007,燁興,-605949,-248747,654719,,-199977,473988,274011
2024,2,sii,2025-11-17,2008,高興昌,139468,-185869,-85214,,-131615,455845,324230
2024,2,sii,2025-11-17,2009,第一銅,-168450,-42163,212330,,1717,68575,70292
2024,2,sii,2025-11-17,2010,春源,-263661,-268208,574322,30010,72463,460539,533002
2024,2,sii,2025-11-17,2012,春雨,-274085,-478167,-326579,108314,-970517,2552936,1582419
2024,2,sii,2025-11-17,2013,中鋼構,58746,-96853,-10501,0,-48608,139924,91316
2024,2,sii,2025-11-17,2014,中鴻,-310087,-576817,321924,,-564980,1097361,532381
2024,2,sii,2025-11-17,2015,豐興,1315192,8697,-1259391,,64498,992599,1057097
2024,2,sii,2025-11-17,2017,官田鋼,10577,-216908,173404,,-32927,357416,324489
2024,2,sii,2025-11-17,2020,美亞,-87870,48866,78033,1041,40070,659456,699526
2024,2,sii,2025-11-17,2022,聚亨,-521878,-225518,825811,-131560,-53145,1144612,1091467
2024,2,sii,2025-11-17,2023,燁輝,-1088924,-107465,1508302,-151680,160233,7574913,7735146
2024,2,sii,2025-11-17,2024,志聯,120301,4691,-117253,-77,7662,118616,126278
2024,2,sii,2025-11-17,2025,千興,138685,-4510,,274,134449,205087,339536
2024,2,sii,2025-11-17,2027,大成鋼,9246707,-3622385,-5861615,242250,4957,9424771,9429728
2024,2,sii,2025-11-17,2028,威致,207517,-245179,263384,,225722,59278,285000
2024,2,sii,2025-11-17,2029,盛餘,-490004,-522393,28557,-2192,-986032,4382183,3396151
2024,2,sii,2025-11-17,2030,彰源,-219464,-110648,82075,41794,-206243,1335926,1129683
2024,2,sii,2025-11-17,2031,新光鋼,747459,-146626,-563824,2161,39170,953579,992749
2024,2,sii,2025-11-17,2032,新鋼,-35722,-1810,-877,,-38409,203800,165391
2024,2,sii,2025-11-17,2033,佳大,23979,-9298,-10816,0,3865,63720,67585
2024,2,sii,2025-11-17,2034,允強,-579240,-752832,1952709,-31450,589187,688845,1278032
2024,2,sii,2025-11-17,2038,海光,-112547,-89523,191048,,-11022,239202,228180
2024,2,sii,2025-11-17,2049,上銀,2053298,-1822741,-41711,63952,252798,7564000,7816798
2024,2,sii,2025-11-17,2059,川湖,1760846,-170709,-77778,593811,2106170,12602683,14708853
2024,2,sii,2025-11-17,2062,橋椿,853883,570818,-1466480,127620,85841,1282911,1368752
2024,2,sii,2025-11-17,2069,運錩,-104128,-75958,92819,71879,-15388,224686,209298
2024,2,sii,2025-11-17,2101,南港,-2099613,338539,1568227,67448,-125399,1797401,1672002
2024,2,sii,2025-11-17,2102,泰豐,5507,315072,-50285,1338,271632,654572,926204
2024,2,sii,2025-11-17,2103,台橡,-1012549,-1761538,2853984,642789,722686,5448591,6171277
2024,2,sii,2025-11-17,2104,國際中橡,-1052658,199339,1451271,475239,1073191,7737563,8810754
2024,2,sii,2025-11-17,2105,正新,9084425,-4217533,-3380025,347740,1834607,23575591,25410198
2024,2,sii,2025-11-17,2106,建大,1491728,-447302,-418051,159982,786357,7537100,8323457
2024,2,sii,2025-11-17,2107,厚生,353395,-11746,91360,47,433056,648132,1081188
2024,2,sii,2025-11-17,2108,南帝,-30125,-1641347,-607585,354643,-1924414,8253468,6329054
2024,2,sii,2025-11-17,2109,華豐,273456,31301,-259372,51700,97085,2496578,2593663
2024,2,sii,2025-11-17,2114,鑫永銓,240233,134326,-407421,-11984,-44846,723078,678232
2024,2,sii,2025-11-17,2115,六暉-KY,23659,-71296,39604,27290,19257,967378,986635
2024,2,sii,2025-11-17,2201,裕隆,9890953,-4193278,-6640975,357322,-585978,14812708,14226730
2024,2,sii,2025-11-17,2204,中華,873624,286151,-321179,42113,880709,5355555,6236264
2024,2,sii,2025-11-17,2206,三陽工業,4346845,-2550918,-1586972,120178,329133,8811431,9140564
2024,2,sii,2025-11-17,2207,和泰車,7067314,-13673823,7061139,635662,1090292,23142893,24233185
2024,2,sii,2025-11-17,2208,台船,-2483414,-407200,-928397,,-3819011,7316750,3497739
2024,2,sii,2025-11-17,2211,長榮鋼,138217,-864986,-331174,,-1057943,3020667,1962724
2024,2,sii,2025-11-17,2227,裕日車,-2153694,74623,-24859,280000,-1823930,7592375,5768445
2024,2,sii,2025-11-17,2228,劍麟,470349,-81251,-4256,91262,476104,1406535,1882639
2024,2,sii,2025-11-17,2231,為升,110356,-17303,546112,19802,658967,1003986,1662953
2024,2,sii,2025-11-17,2233,宇隆,-149053,-87104,-21698,37852,-220003,1286726,1066723
2024,2,sii,2025-11-17,2236,百達-KY,7420,35210,-64583,54300,32347,695346,727693
2024,2,sii,2025-11-17,2239,英利-KY,533805,-933655,-604870,364048,-640672,5858548,5217876
2024,2,sii,2025-11-17,2241,艾姆勒,-102573,-55045,90524,3304,-63790,187937,124147
2024,2,sii,2025-11-17,2243,宏旭-KY,50574,-6489,1505,5016,50606,232116,282722
2024,2,sii,2025-11-17,2247,汎德永業,68480,-784548,-199502,,-915570,6505047,5589477
2024,2,sii,2025-11-17,2248,華勝-KY,108120,-18289,76793,-1823,164801,123686,288487
2024,2,sii,2025-11-17,2250,IKKA-KY,218232,-143235,14094,-25900,63191,1003988,1067179
2024,2,sii,2025-11-17,2254,巨鎧精密-創,52833,-71080,-138662,986,-155923,361114,205191
2024,2,sii,2025-11-17,2258,鴻華先進-創,-402857,795043,-42372,879,350693,6553115,6903808
2024,2,sii,2025-11-17,2301,光寶科,749902,-1965409,2563950,2635877,3984320,92742033,96726353
2024,2,sii,2025-11-17,2302,麗正,67337,-2551,-11133,5199,58852,561703,620555
2024,2,sii,2025-11-17,2303,聯電,43547628,-45046127,-12144390,2753669,-10889220,132553615,121664395
2024,2,sii,2025-11-17,2305,全友,63408,-32183,-5237,15205,41193,345194,386387
2024,2,sii,2025-11-17,2308,台達電,31925909,-20188671,1486753,4887470,18111461,87455916,105567377
2024,2,sii,2025-11-17,2312,金寶,2276045,-408909,-7996005,1323726,-4805143,16866858,12061715
2024,2,sii,2025-11-17,2313,華通,2879624,-2740009,-245901,469367,363081,11241891,11604972
2024,2,sii,2025-11-17,2314,台揚,-100966,-21460,-314997,9674,-427749,978354,550605
2024,2,sii,2025-11-17,2316,楠梓電,358908,-296939,-339047,65090,-211988,1980613,1768625
2024,2,sii,2025-11-17,2317,鴻海,43785971,-84180176,-136553451,27964621,-148983035,1197662695,1048679660
2024,2,sii,2025-11-17,2321,東訊,25280,78713,-16000,,87993,143638,231631
2024,2,sii,2025-11-17,2323,中環,-1040932,-250099,470733,31419,-788879,2943293,2154414
2024,2,sii,2025-11-17,2324,仁寶,5636041,-5211828,10420245,3246289,14090747,72479480,86570227
2024,2,sii,2025-11-17,2327,國巨*,12080890,-21308239,6869657,3870263,1512571,52951458,54464029
2024,2,sii,2025-11-17,2328,廣宇,-232168,-246622,388305,214328,123843,6440208,6564051
2024,2,sii,2025-11-17,2329,華泰,2322819,-884891,9231,16082,1463241,3909728,5372969
2024,2,sii,2025-11-17,2330,台積電,813979318,-357414321,-161930200,39064801,333699598,1465427753,1799127351
2024,2,sii,2025-11-17,2331,精英,358380,-3119657,428465,90584,-2242228,5665075,3422847
2024,2,sii,2025-11-17,2332,友訊,172155,-44977,-462308,403644,68514,4097696,4166210
2024,2,sii,2025-11-17,2337,旺宏,-1189216,-2512171,2964389,43771,-693227,11905912,11212685
2024,2,sii,2025-11-17,2338,光罩,529272,-1341065,792945,8521,-10327,1364106,1353779
2024,2,sii,2025-11-17,2340,台亞,214355,-1170093,1674815,0,719077,1994383,2713460
2024,2,sii,2025-11-17,2342,茂矽,-133595,339202,-89232,,116375,988930,1105305
2024,2,sii,2025-11-17,2344,華邦電,6479658,-10305584,395526,-123680,-3554080,16962598,13408518
