Year,Quarter,MType,資料日期,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
2023,1,otc,2025-11-17,4138,曜亞,39063,-35929,-14744,-4095,-15705,679126,663421
2023,1,otc,2025-11-17,4139,馬光-KY,11608,13225,-28196,-516,-3879,91791,87912
2023,1,otc,2025-11-17,4147,中裕,-83981,28741,8192,-1157,-48205,274110,225905
2023,1,otc,2025-11-17,4153,鈺緯,21699,-1327,-204,-100,20068,346366,366434
2023,1,otc,2025-11-17,4154,樂威科-KY,-25205,-5695,10338,-665,-21227,196494,175267
2023,1,otc,2025-11-17,4157,太景*-KY,-27528,40419,-7711,3,5183,243109,248292
2023,1,otc,2025-11-17,4160,訊聯基因,18521,-36239,9812,-83,-7989,57446,49457
2023,1,otc,2025-11-17,4161,聿新科,21938,1509,18919,4,42370,310533,352903
2023,1,otc,2025-11-17,4162,智擎,90371,90123,-1872,,178622,1768859,1947481
2023,1,otc,2025-11-17,4163,鐿鈦,168960,-172973,-25620,-1428,-31061,1112149,1081088
2023,1,otc,2025-11-17,4167,松瑞藥,33722,42642,-2542,,73822,1085993,1159815
2023,1,otc,2025-11-17,4168,醣聯,-58600,54614,5005,,1019,82187,83206
2023,1,otc,2025-11-17,4171,瑞基,-43498,-374164,-5043,214,-422491,748614,326123
2023,1,otc,2025-11-17,4173,久裕,-162714,-28993,-10340,,-202047,690726,488679
2023,1,otc,2025-11-17,4174,浩鼎,-378597,-345696,640132,-1811,-85972,4741109,4655137
2023,1,otc,2025-11-17,4175,杏一,-331932,-106819,-37951,-489,-477191,1004462,527271
2023,1,otc,2025-11-17,4183,福永生技,14299,-488,-1390,-292,12129,178658,190787
2023,1,otc,2025-11-17,4188,安克,-14587,1876,-1113,,-13824,47044,33220
2023,1,otc,2025-11-17,4192,杏國,-28086,-306,-3310,9,-31693,269145,237452
2023,1,otc,2025-11-17,4198,欣大健康,-24649,-6129,-2507,-183,-33468,112324,78856
2023,1,otc,2025-11-17,4205,中華食,85009,-12958,0,,72051,1012566,1084617
2023,1,otc,2025-11-17,4207,環泰,51349,-67502,-63514,-2084,-81751,567476,485725
2023,1,otc,2025-11-17,4303,信立,2649,-62429,37050,61,-22669,89438,66769
2023,1,otc,2025-11-17,4304,勝昱,-2382,2845,-7780,-260,-7577,47907,40330
2023,1,otc,2025-11-17,4305,世坤,-18724,-171618,28615,,-161727,302870,141143
2023,1,otc,2025-11-17,4401,東隆興,10193,-36405,15559,-713,-11366,636125,624759
2023,1,otc,2025-11-17,4402,郡都開發,9562,-3990,-2500,,3072,20299,23371
2023,1,otc,2025-11-17,4406,新昕纖,-35876,-35590,23272,,-48194,81160,32966
2023,1,otc,2025-11-17,4413,飛寶企業,585,1404,-47,-97,1845,175843,177688
2023,1,otc,2025-11-17,4416,三圓,73371,-5499,-11497,,56375,1085306,1141681
2023,1,otc,2025-11-17,4417,金洲,196513,-34935,-50714,-1899,108965,630709,739674
2023,1,otc,2025-11-17,4419,皇家美食,7483,-387,-3991,,3105,50315,53420
2023,1,otc,2025-11-17,4420,光明,-14918,-23128,18740,,-19306,52411,33105
2023,1,otc,2025-11-17,4430,耀億,-12225,-3191,45157,1153,30894,364835,395729
2023,1,otc,2025-11-17,4432,銘旺實,68986,-40783,-20436,4187,11954,593042,604996
2023,1,otc,2025-11-17,4433,興采,-64947,-222861,204943,-447,-83312,670730,587418
2023,1,otc,2025-11-17,4442,竣邦-KY,5861,-2868,30461,-1681,31773,222141,253914
2023,1,otc,2025-11-17,4502,健信,5009,-46208,8529,2747,-29923,262692,232769
2023,1,otc,2025-11-17,4503,金雨,-18841,-21334,288485,-199,248111,170462,418573
2023,1,otc,2025-11-17,4506,崇友,-19670,91943,-2635,-166,69472,2289620,2359092
2023,1,otc,2025-11-17,4510,高鋒,18509,2135,13640,385,34669,445972,480641
2023,1,otc,2025-11-17,4513,福裕,55400,-26534,-40050,-4679,-15863,340277,324414
2023,1,otc,2025-11-17,4523,永彰,-196728,-173008,435182,-2434,63012,158364,221376
2023,1,otc,2025-11-17,4527,方方土霖,108087,-19539,-71623,-2448,14477,403202,417679
2023,1,otc,2025-11-17,4528,江興鍛,247595,-21520,-152311,2508,76272,762689,838961
2023,1,otc,2025-11-17,4529,淳紳,-14643,-4051,-1777,-852,-21323,38110,16787
2023,1,otc,2025-11-17,4530,宏易,-1500,4098,-2882,,-284,77786,77502
2023,1,otc,2025-11-17,4533,協易機,-80103,-63335,154794,-5782,5574,2428280,2433854
2023,1,otc,2025-11-17,4534,慶騰,15445,-6798,4641,1698,14986,344751,359737
2023,1,otc,2025-11-17,4535,至興,57932,27672,-1466,568,84706,874855,959561
2023,1,otc,2025-11-17,4538,大詠城,38550,-62910,,-3737,-28097,205394,177297
2023,1,otc,2025-11-17,4541,晟田,-33837,119410,-15698,,69875,317189,387064
2023,1,otc,2025-11-17,4542,科嶠,-17375,-24201,-1582,150,-43008,340487,297479
2023,1,otc,2025-11-17,4543,萬在,-1241,-1664,0,1196,-1709,708590,706881
2023,1,otc,2025-11-17,4549,桓達,44456,56279,-18914,-514,81307,633264,714571
2023,1,otc,2025-11-17,4550,長佳,48668,-3020,14296,72,60016,309675,369691
2023,1,otc,2025-11-17,4554,橙的,-14946,1708,46569,-515,32816,254057,286873
2023,1,otc,2025-11-17,4556,旭然,25966,-11711,-140174,-501,-126420,359673,233253
2023,1,otc,2025-11-17,4558,寶緯,49190,-30096,-11330,,7764,122798,130562
2023,1,otc,2025-11-17,4561,健椿,99625,-10394,-69658,,19573,507151,526724
2023,1,otc,2025-11-17,4563,百德,14077,-19161,-92884,4452,-93516,900149,806633
2023,1,otc,2025-11-17,4568,科際精密,32493,-142483,-31819,-2529,-144338,664664,520326
2023,1,otc,2025-11-17,4577,達航科技,-88304,-134966,251965,-3065,25630,179803,205433
2023,1,otc,2025-11-17,4580,捷流閥業,124802,-9096,-1160,1089,115635,661652,777287
2023,1,otc,2025-11-17,4584,君帆,28391,-11831,-6361,3325,13524,435023,448547
2023,1,otc,2025-11-17,4609,唐鋒,6393,-2393,10,253,4263,337760,342023
2023,1,otc,2025-11-17,4702,中美實,71487,-15176,1000,872,58183,240187,298370
2023,1,otc,2025-11-17,4706,大恭,26718,42649,0,1541,70908,210381,281289
2023,1,otc,2025-11-17,4707,磐亞,-90280,1189,173883,,84792,542644,627436
2023,1,otc,2025-11-17,4711,永純,8766,-11458,22529,,19837,338067,357904
2023,1,otc,2025-11-17,4714,永捷,-70822,319984,-401930,68,-152700,444570,291870
2023,1,otc,2025-11-17,4716,大立,32678,47791,19714,-9,100174,257425,357599
2023,1,otc,2025-11-17,4721,美琪瑪,455841,-15242,-372518,1555,69636,366480,436116
2023,1,otc,2025-11-17,4726,永昕,-94241,-59117,-71768,-49,-225175,1323365,1098190
2023,1,otc,2025-11-17,4728,雙美,235747,-23504,-7244,-1450,203549,589300,792849
2023,1,otc,2025-11-17,4729,熒茂,18843,126262,3920,-9745,139280,327775,467055
2023,1,otc,2025-11-17,4735,豪展,71067,-8116,-75898,-1069,-14016,394452,380436
2023,1,otc,2025-11-17,4741,泓瀚,51590,-666,-782,-1197,48945,278913,327858
2023,1,otc,2025-11-17,4743,合一,-193528,-4812968,200482,6432,-4799582,5655185,855603
2023,1,otc,2025-11-17,4744,皇將,-65941,-8261,158978,-1910,82866,903922,986788
2023,1,otc,2025-11-17,4745,合富-KY,-588278,86286,174555,26682,-300755,1383390,1082635
2023,1,otc,2025-11-17,4747,強生製藥,29622,-7823,0,,21799,168471,190270
2023,1,otc,2025-11-17,4754,國碳科,-35483,-13,-14426,470,-49452,136735,87283
2023,1,otc,2025-11-17,4760,勤凱科技,-21468,-1226,-13193,-5,-35892,203594,167702
2023,1,otc,2025-11-17,4767,誠泰科技,92123,-34015,-12930,584,45762,288392,334154
2023,1,otc,2025-11-17,4768,晶呈科技,198413,-106156,-84100,575,8732,421919,430651
2023,1,otc,2025-11-17,4804,大略-KY,30933,-11091,-24232,1092,-3298,16348,13050
2023,1,otc,2025-11-17,4806,桂田文創,-6888,896,18073,6,12087,3728,15815
2023,1,otc,2025-11-17,4903,聯光通,-57550,13541,369818,,325809,127016,452825
2023,1,otc,2025-11-17,4905,台聯電,-56923,-286907,25255,29,-318546,855249,536703
2023,1,otc,2025-11-17,4907,富宇,-356676,3319,342663,,-10694,203377,192683
2023,1,otc,2025-11-17,4908,前鼎,11915,-330045,-65,,-318195,418617,100422
2023,1,otc,2025-11-17,4909,新復興,-50042,-1347,0,-2811,-54200,705194,650994
2023,1,otc,2025-11-17,4911,德英,-9350,-76182,,,-85532,114748,29216
2023,1,otc,2025-11-17,4923,力士,17627,-1845,-3001,-200,12581,339947,352528
2023,1,otc,2025-11-17,4924,欣厚-KY,-16305,-32071,58749,-363,10010,45393,55403
2023,1,otc,2025-11-17,4931,新盛力,23853,-14406,-98149,-698,-89400,646571,557171
2023,1,otc,2025-11-17,4933,友輝,170391,-419393,-4530,-13524,-267056,2088382,1821326
2023,1,otc,2025-11-17,4939,亞電,29612,-28821,-119675,1864,-117020,736046,619026
2023,1,otc,2025-11-17,4946,辣椒,-35195,-728,22451,0,-13472,79532,66060
2023,1,otc,2025-11-17,4950,金耘國際,-72512,-1151,-1392,266,-74789,169603,94814
2023,1,otc,2025-11-17,4951,精拓科,29130,-24506,-641,-16,3967,417567,421534
2023,1,otc,2025-11-17,4953,緯軟,-285405,-5110,-72447,1771,-361191,1184815,823624
2023,1,otc,2025-11-17,4966,譜瑞-KY,124120,85872,-1437148,-111636,-1338792,6975384,5636592
2023,1,otc,2025-11-17,4971,IET-KY,17325,-6346,-262,5427,16144,116296,132440
2023,1,otc,2025-11-17,4972,湯石照明,15777,-41976,-638,-275,-27112,361977,334865
2023,1,otc,2025-11-17,4973,廣穎電通,-104579,-2782,-5633,-866,-113860,452215,338355
2023,1,otc,2025-11-17,4974,亞泰,301736,-3480,-3467,-2842,291947,2550747,2842694
2023,1,otc,2025-11-17,4979,華星光,-66957,-5615,-52562,,-125134,483826,358692
2023,1,otc,2025-11-17,4987,科誠,46428,-3768,-3259,712,40113,245338,285451
2023,1,otc,2025-11-17,4991,環宇-KY,-61687,-26346,-12872,-3641,-104546,442196,337650
2023,1,otc,2025-11-17,4995,晶達,31307,-2405,-7521,2002,23383,287191,310574
2023,1,otc,2025-11-17,5009,榮剛,13858,-103547,-125279,7089,-207879,2508593,2300714
2023,1,otc,2025-11-17,5011,久陽,48751,-142922,95968,,1797,1222046,1223843
2023,1,otc,2025-11-17,5013,強新,259543,-33543,-27532,1679,200147,1171312,1371459
2023,1,otc,2025-11-17,5014,建錩,213761,-1031364,884975,1578,68950,459646,528596
2023,1,otc,2025-11-17,5015,華祺,153058,-56037,22755,5260,125036,965209,1090245
2023,1,otc,2025-11-17,5016,松和,87251,-12268,-89186,-360,-14563,373581,359018
2023,1,otc,2025-11-17,5201,凱衛,-34308,4248,-2692,7,-32745,74193,41448
2023,1,otc,2025-11-17,5202,力新,-4392,2378,-2862,-248,-5124,367803,362679
2023,1,otc,2025-11-17,5205,中茂,-4240,-2867,2138,,-4969,26323,21354
2023,1,otc,2025-11-17,5206,坤悅,873204,33485,-648686,,258003,1062428,1320431
2023,1,otc,2025-11-17,5209,新鼎,409901,81074,303828,63,794866,643837,1438703
2023,1,otc,2025-11-17,5210,寶碩,-58113,-3277,-2373,-21,-63784,396612,332828
2023,1,otc,2025-11-17,5211,蒙恬,-17750,7619,-567,-177,-10875,124206,113331
2023,1,otc,2025-11-17,5212,凌網,5824,2870,-3980,158,4872,263698,268570
2023,1,otc,2025-11-17,5213,亞昕,-1126784,2247,827990,-2574,-299121,1377709,1078588
2023,1,otc,2025-11-17,5220,萬達光電,16678,-10709,-28321,18,-22334,474270,451936
2023,1,otc,2025-11-17,5223,安力-KY,11285,-6186,-133241,5139,-123003,796667,673664
2023,1,otc,2025-11-17,5227,立凱-KY,-185030,-8690,180972,-1139,-13887,235395,221508
2023,1,otc,2025-11-17,5228,鈺鎧,-20133,-3833,31641,0,7675,85564,93239
2023,1,otc,2025-11-17,5230,雷笛克光學,28628,-35617,20317,1600,14928,190327,205255
2023,1,otc,2025-11-17,5236,凌陽創新,53460,-274397,-1476,-442,-222855,2011673,1788818
2023,1,otc,2025-11-17,5245,智晶,-30493,-22417,-2485,,-55395,348133,292738
2023,1,otc,2025-11-17,5251,天鉞電,38135,32352,-1413,1528,70602,170919,241521
2023,1,otc,2025-11-17,5263,智崴,-32179,-53718,144382,1636,60121,721736,781857
2023,1,otc,2025-11-17,5272,笙科,2314,30832,-3298,-34,29814,70812,100626
2023,1,otc,2025-11-17,5274,信驊,585851,-114728,-6554,-9526,455043,2828958,3284001
2023,1,otc,2025-11-17,5276,達輝-KY,17807,-1336,3231,-3890,15812,136200,152012
2023,1,otc,2025-11-17,5278,尚凡*,28773,28180,-94464,-2630,-40141,627369,587228
2023,1,otc,2025-11-17,5287,數字,200833,18918,12014,22,231787,781034,1012821
2023,1,otc,2025-11-17,5289,宜鼎,286639,-132871,-180441,496,-26177,4000049,3973872
2023,1,otc,2025-11-17,5291,邑昇,35295,-5702,-2684,-38,26871,257123,283994
2023,1,otc,2025-11-17,5299,杰力,11907,-1612337,1489342,-131,-111219,225398,114179
2023,1,otc,2025-11-17,5301,寶得利,-16913,-38860,28190,1941,-25642,98060,72418
2023,1,otc,2025-11-17,5302,太欣,-6891,-3530,11955,25,1559,33014,34573
2023,1,otc,2025-11-17,5309,系統電,-123207,-44283,430833,11250,274593,1228963,1503556
2023,1,otc,2025-11-17,5310,天剛,-15746,-16737,-12203,-12,-44698,84418,39720
2023,1,otc,2025-11-17,5312,寶島科,373407,-15367,-249548,-8837,99655,154278,253933
2023,1,otc,2025-11-17,5314,世紀*,4541,-7956,-757,-54,-4226,30125,25899
2023,1,otc,2025-11-17,5315,光聯,112252,-8522,-210,313,103833,722610,826443
2023,1,otc,2025-11-17,5321,美而快,-17802,-48411,-29028,-456,-95697,651927,556230
2023,1,otc,2025-11-17,5324,士開,-357089,-95544,209938,,-242695,853603,610908
2023,1,otc,2025-11-17,5328,華容,521143,-11518,-157970,3640,355295,449978,805273
2023,1,otc,2025-11-17,5340,建榮,30864,-10250,-1895,,18719,140920,159639
2023,1,otc,2025-11-17,5344,立衛,-14673,-5481,-3945,3917,-20182,81428,61246
2023,1,otc,2025-11-17,5345,馥鴻,-10968,1386,43569,-12,33975,2933,36908
2023,1,otc,2025-11-17,5347,世界,2766046,-5115036,-43667,-37086,-2429743,30857283,28427540
2023,1,otc,2025-11-17,5348,正能量智能,7602,-496,-961,0,6145,56693,62838
2023,1,otc,2025-11-17,5351,鈺創,-330301,-49994,204760,2035,-173500,842402,668902
2023,1,otc,2025-11-17,5353,台林,-14911,-7895,19491,-11,-3326,372062,368736
2023,1,otc,2025-11-17,5355,佳總,-21772,-15019,-6046,-379,-43216,302164,258948
2023,1,otc,2025-11-17,5356,協益,81860,-1749,4827,1920,86858,906438,993296
2023,1,otc,2025-11-17,5364,力麗店,2800,-829,-18945,0,-16974,73173,56199
2023,1,otc,2025-11-17,5371,中光電,-544132,2064398,-2134821,62720,-551835,12364999,11813164
2023,1,otc,2025-11-17,5381,合正,-97257,-536596,617365,,-16488,309238,292750
2023,1,otc,2025-11-17,5386,青雲,97688,2212,-20000,,79900,232731,312631
2023,1,otc,2025-11-17,5392,能率,31112,91479,-31561,-10667,80363,3502787,3583150
2023,1,otc,2025-11-17,5398,慕康生醫,-1775,-424,-58,-167,-2424,81886,79462
2023,1,otc,2025-11-17,5403,中菲,7500,3826,-54100,,-42774,536732,493958
2023,1,otc,2025-11-17,5410,國眾,-46301,-34098,-71646,196,-151849,307135,155286
2023,1,otc,2025-11-17,5425,台半,104892,-77354,-238294,1691,-209065,3595681,3386616
2023,1,otc,2025-11-17,5426,振發,2693,-63238,-113,1562,-59096,657169,598073
2023,1,otc,2025-11-17,5432,新門,31374,-60000,-552,,-29178,185387,156209
2023,1,otc,2025-11-17,5438,東友,-104131,1666,-107967,212,-210220,400192,189972
2023,1,otc,2025-11-17,5439,高技,118391,-52818,-43621,,21952,455653,477605
2023,1,otc,2025-11-17,5443,均豪,-17823,-203820,80866,5127,-135650,1345746,1210096
2023,1,otc,2025-11-17,5450,南良,22076,-100302,515325,2667,439766,730742,1170508
2023,1,otc,2025-11-17,5452,佶優,147790,-3317,-82209,1901,64165,664580,728745
2023,1,otc,2025-11-17,5455,昇益,-610107,1008,622806,,13707,97984,111691
2023,1,otc,2025-11-17,5457,宣德,2157465,-477717,386080,36899,2102727,2417330,4520057
2023,1,otc,2025-11-17,5460,同協,-13725,4977,-734,1223,-8259,165294,157035
2023,1,otc,2025-11-17,5464,霖宏,-247533,-90689,224926,,-113296,1431639,1318343
2023,1,otc,2025-11-17,5465,富驊,52962,6323,-5039,865,55111,678198,733309
2023,1,otc,2025-11-17,5468,凱鈺,-8379,-310,8616,,-73,125460,125387
2023,1,otc,2025-11-17,5474,聰泰,46767,-4612,-3733,,38422,456030,494452
2023,1,otc,2025-11-17,5475,德宏,-96180,53239,-610,-3093,-46644,292775,246131
2023,1,otc,2025-11-17,5478,智冠,-174746,-580143,-9651,-6194,-770734,5497047,4726313
2023,1,otc,2025-11-17,5481,新華,-391,18463,-3774,8,14306,116579,130885
2023,1,otc,2025-11-17,5483,中美晶,4681500,-13423827,1166311,995126,-6580890,83247854,76666964
2023,1,otc,2025-11-17,5487,通泰,-2886,-22720,525,274,-24807,260984,236177
2023,1,otc,2025-11-17,5488,松普,5758,171658,43246,4106,224768,264677,489445
2023,1,otc,2025-11-17,5489,彩富,107112,1238,-265697,3520,-153827,982003,828176
2023,1,otc,2025-11-17,5490,同亨,-52253,32421,-5110,-293,-25235,622552,597317
2023,1,otc,2025-11-17,5493,三聯,-28081,-37446,48773,848,-15906,656645,640739
2023,1,otc,2025-11-17,5498,凱崴,160703,-9564,-191804,-38,-40703,198745,158042
2023,1,otc,2025-11-17,5508,永信建,-273135,-4121,162843,,-114413,254955,140542
2023,1,otc,2025-11-17,5511,德昌,373365,-113015,-196191,361,64520,1925624,1990144
2023,1,otc,2025-11-17,5512,力麒,-208433,-323046,189303,19,-342157,2240114,1897957
2023,1,otc,2025-11-17,5514,三豐,-138540,114883,-36423,,-60080,313663,253583
2023,1,otc,2025-11-17,5516,雙喜,-209171,23281,156328,0,-29562,237115,207553
2023,1,otc,2025-11-17,5520,力泰,154450,-11413,-28068,,114969,295716,410685
2023,1,otc,2025-11-17,5523,豐謙,998669,-44969,-594718,,358982,285665,644647
2023,1,otc,2025-11-17,5529,鉅陞,48781,-86300,-105174,,-142693,154917,12224
2023,1,otc,2025-11-17,5530,龍巖,107033,-344423,-12845,-361,-250596,502218,251622
2023,1,otc,2025-11-17,5536,聖暉*,707685,-44445,-599104,1954,66090,6410782,6476872
2023,1,otc,2025-11-17,5543,桓鼎-KY,-51654,-111941,324660,-1924,159141,460203,619344
2023,1,otc,2025-11-17,5601,台聯櫃,11206,-404,-641,,10161,43150,53311
2023,1,otc,2025-11-17,5603,陸海,-26652,-93218,70905,102,-48863,175280,126417
2023,1,otc,2025-11-17,5604,中連,32176,181001,-220225,,-7048,12011,4963
2023,1,otc,2025-11-17,5609,中菲行,350109,-3031,-67874,-90846,188358,5809475,5997833
2023,1,otc,2025-11-17,5701,劍湖山,-62603,-4354,223220,3,156266,89822,246088
2023,1,otc,2025-11-17,5703,亞都麗緻,-719,1130,-1730,,-1319,103022,101703
2023,1,otc,2025-11-17,5704,老爺知,8198,7807,-203,,15802,213292,229094
2023,1,otc,2025-11-17,5864,致和證,-478249,-37,449700,,-28586,104215,75629
2023,1,otc,2025-11-17,5878,台名,18417,39,-5312,,13144,107115,120259
2023,1,otc,2025-11-17,5902,德記,101682,-2212,24,-15,99479,420304,519783
2023,1,otc,2025-11-17,5903,全家,2306578,-1315072,-3002358,-648,-2011500,6812614,4801114
2023,1,otc,2025-11-17,5904,寶雅,1657856,-308381,-652393,,697082,2587299,3284381
2023,1,otc,2025-11-17,5905,南仁湖,-136236,-466517,439247,-1990,-165496,1159189,993693
2023,1,otc,2025-11-17,6015,宏遠證,-58443,-4102,1912,,-60633,2455920,2395287
2023,1,otc,2025-11-17,6016,康和證,-2108085,24533,-735611,-1316,-2820479,4588277,1767798
2023,1,otc,2025-11-17,6020,大展證,-260079,3242,-590,,-257427,1568741,1311314
2023,1,otc,2025-11-17,6021,美好證,-221857,-120369,-410604,,-752830,937981,185151
2023,1,otc,2025-11-17,6023,元大期貨,252279,-475023,-12824,-12071,-247639,9709678,9462039
2023,1,otc,2025-11-17,6026,福邦證,97887,-2225,335240,0,430902,921438,1352340
2023,1,otc,2025-11-17,6101,寬魚國際,-7975,110032,-9,-96,101952,101181,203133
2023,1,otc,2025-11-17,6103,合邦,15706,26668,-30074,-2,12298,70162,82460
2023,1,otc,2025-11-17,6104,創惟,-52913,-40187,118284,-297,24887,692319,717206
2023,1,otc,2025-11-17,6109,亞元,4199,-2499,-8309,2335,-4274,377344,373070
2023,1,otc,2025-11-17,6111,大宇資,-234229,-548504,169827,-587,-613493,1590141,976648
2023,1,otc,2025-11-17,6113,亞矽,13379,0,-10620,89,2848,146371,149219
2023,1,otc,2025-11-17,6114,久威,27197,-90085,-23062,266,-85684,868453,782769
2023,1,otc,2025-11-17,6118,建達,-157940,-5170,359,,-162751,363277,200526
2023,1,otc,2025-11-17,6121,新普,2979886,-8113544,-1896104,60787,-6968975,25826019,18857044
2023,1,otc,2025-11-17,6122,擎邦,358551,12193,-240287,-287,130170,305909,436079
2023,1,otc,2025-11-17,6123,上奇,100990,-18682,-86282,-7384,-11358,1395488,1384130
2023,1,otc,2025-11-17,6124,業強,6668,-45144,-56937,-8469,-103882,1018322,914440
2023,1,otc,2025-11-17,6125,廣運,11270,267852,-82774,6811,203159,2103295,2306454
2023,1,otc,2025-11-17,6126,信音,118771,-34468,11575,8708,104586,1191908,1296494
2023,1,otc,2025-11-17,6127,九豪,-90615,23659,24347,-866,-43475,180036,136561
2023,1,otc,2025-11-17,6129,普誠,118041,120981,-63430,-3923,171669,275310,446979
2023,1,otc,2025-11-17,6130,上亞科技,-55723,-41287,-3411,,-100421,367556,267135
2023,1,otc,2025-11-17,6134,萬旭,15933,-14336,-30820,-2322,-31545,247892,216347
2023,1,otc,2025-11-17,6138,茂達,248355,-426693,-73653,138,-251853,1932356,1680503
2023,1,otc,2025-11-17,6140,訊達電腦,-43963,-9057,30894,1128,-20998,47880,26882
2023,1,otc,2025-11-17,6143,振曜,588630,-202540,204782,2171,593043,2227446,2820489
2023,1,otc,2025-11-17,6144,得利影,8338,-20060,-1335,,-13057,153226,140169
2023,1,otc,2025-11-17,6146,耕興,474352,-1062805,-7620,6217,-589856,2418365,1828509
2023,1,otc,2025-11-17,6147,頎邦,482789,-695627,-4581,438,-216981,5855959,5638978
2023,1,otc,2025-11-17,6148,驊宏資,-87895,-52046,55379,6,-84556,279270,194714
2023,1,otc,2025-11-17,6150,撼訊,-22669,95314,130557,323,203525,445552,649077
2023,1,otc,2025-11-17,6151,晉倫,10939,-8007,-15120,-92,-12280,95738,83458
2023,1,otc,2025-11-17,6154,順發,9029,-312125,-25098,,-328194,538727,210533
2023,1,otc,2025-11-17,6156,松上,169161,-74198,-30487,3054,67530,647264,714794
2023,1,otc,2025-11-17,6158,禾昌,37335,-12939,-15880,-921,7595,290968,298563
2023,1,otc,2025-11-17,6160,欣技,-49519,-11574,-7637,416,-68314,216779,148465
2023,1,otc,2025-11-17,6161,捷波,44980,-42871,-1292,-3059,-2242,779620,777378
2023,1,otc,2025-11-17,6163,華電網,186649,-37826,336351,33,485207,766328,1251535
2023,1,otc,2025-11-17,6167,久正,4425,-8927,-3837,2546,-5793,773869,768076
2023,1,otc,2025-11-17,6169,昱泉,-9586,-5282,-1918,-22,-16808,38833,22025
2023,1,otc,2025-11-17,6170,統振,135621,-229328,-165440,0,-259147,472854,213707
2023,1,otc,2025-11-17,6171,大城地產,-157770,-1352,23000,,-136122,227973,91851
2023,1,otc,2025-11-17,6173,信昌電,225291,-252782,-306331,-6430,-340252,1605577,1265325
2023,1,otc,2025-11-17,6174,安碁,6634,-14695,-2237,-283,-10581,151166,140585
2023,1,otc,2025-11-17,6175,立敦,239143,-47563,-117937,-8236,65407,834236,899643
2023,1,otc,2025-11-17,6179,亞通,-380390,-8606,166117,6182,-216697,400588,183891
2023,1,otc,2025-11-17,6180,橘子,352536,-123414,-6586,-5758,216778,3737319,3954097
2023,1,otc,2025-11-17,6182,合晶,614793,-666063,-199712,4901,-246081,5423876,5177795
2023,1,otc,2025-11-17,6185,幃翔,97615,-208570,-116,-2195,-113266,587644,474378
2023,1,otc,2025-11-17,6186,新潤,-610803,-17999,593383,,-35419,426760,391341
2023,1,otc,2025-11-17,6187,萬潤,-43527,5761,-33803,200,-71369,1394524,1323155
2023,1,otc,2025-11-17,6188,廣明,-6696,-566021,-17330,1934,-588113,2032187,1444074
2023,1,otc,2025-11-17,6190,萬泰科,-74157,-27473,-5712,-19962,-127304,717008,589704
2023,1,otc,2025-11-17,6194,育富,82013,-143139,-328,-2239,-63693,798221,734528
2023,1,otc,2025-11-17,6195,詩肯,115289,-489133,313854,-2526,-62516,390521,328005
2023,1,otc,2025-11-17,6198,瑞築,19139,-9207,-844,-3,9085,114174,123259
2023,1,otc,2025-11-17,6199,天品,5668,-820,-969,,3879,101475,105354
2023,1,otc,2025-11-17,6203,海韻電,402543,-116366,-2404,546,284319,1384168,1668487
2023,1,otc,2025-11-17,6204,艾華,-4885,-2702,-2035,2,-9620,148331,138711
2023,1,otc,2025-11-17,6207,雷科,36127,-64526,-68710,-8710,-105819,778672,672853
2023,1,otc,2025-11-17,6208,日揚,-135334,-159007,380078,2488,88225,690474,778699
2023,1,otc,2025-11-17,6210,慶生,-1413,-15467,,,-16880,111062,94182
2023,1,otc,2025-11-17,6212,理銘,-618216,-26,531511,,-86731,173514,86783
2023,1,otc,2025-11-17,6217,中探針,-37200,-65101,175157,6327,79183,1320927,1400110
2023,1,otc,2025-11-17,6218,豪勉,12498,3452,-39886,-357,-24293,243331,219038
2023,1,otc,2025-11-17,6219,富旺,-307895,368406,63623,-3,124131,197812,321943
2023,1,otc,2025-11-17,6220,岳豐,5869,-71644,-408113,-2231,-476119,2100360,1624241
2023,1,otc,2025-11-17,6221,晉泰,327452,-4889,171088,1458,495109,861299,1356408
2023,1,otc,2025-11-17,6222,立軒,-2373,0,,-16,-2389,182476,180087
2023,1,otc,2025-11-17,6223,旺矽,125637,-79922,-45734,3026,3007,2382315,2385322
2023,1,otc,2025-11-17,6227,茂綸,-398049,-2721,319068,-3599,-85301,315135,229834
2023,1,otc,2025-11-17,6228,全譜,-12561,-118,5411,-304,-7572,38391,30819
2023,1,otc,2025-11-17,6229,研通,61224,-113620,16339,-1784,-37841,148894,111053
2023,1,otc,2025-11-17,6231,系微,-21230,-798,-11607,-2160,-35795,1016537,980742
2023,1,otc,2025-11-17,6233,旺玖,-7555,-30660,-259,,-38474,543261,504787
2023,1,otc,2025-11-17,6234,高僑,6277,-46742,49886,-53,9368,713443,722811
2023,1,otc,2025-11-17,6236,中湛,1373,75,-1037,,411,181784,182195
2023,1,otc,2025-11-17,6237,驊訊,-14704,-1745,-524,93,-16880,403278,386398
2023,1,otc,2025-11-17,6240,松崗,14103,3501,-4781,,12823,139667,152490
2023,1,otc,2025-11-17,6241,易通展,50894,-3103,-95460,,-47669,93776,46107
2023,1,otc,2025-11-17,6242,立康,28673,-10982,22,,17713,132012,149725
