Year,Quarter,MType,資料日期,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,權益總額,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）
2025,4,sii,2026-03-02,2450,神腦,7103734.0,3589800.0,10693534.0,3889511.0,355212.0,4244723.0,2582527,,738199,3148517.0,-29116,,6440127,,,8684,6448811.0,,0,0.0,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2454,聯發科,397456191.0,346328614.0,743784805.0,303349808.0,31239976.0,334589784.0,16039122,,34599724,319539036.0,30479076,-55970,400600988,,,8594033,409195021.0,,0,7794085.0,250.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2455,全新,2306884.0,2369771.0,4676655.0,778315.0,603644.0,1381959.0,1849059,,29756,1462081.0,-46200,0,,,,,3294696.0,0,0,0.0,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2480,敦陽科,6891371.0,1172202.0,8063573.0,4476730.0,66540.0,4543270.0,1063603,,166514,2288424.0,1762,0,3520303,,,0,3520303.0,0,0,0.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2488,漢平,2933990.0,871532.0,3805522.0,756715.0,241074.0,997789.0,799994,,34071,2020808.0,-47140,,2807733,,,,2807733.0,0,0,0.0,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2492,華新科,33441880.0,70984812.0,104426692.0,22283858.0,19352865.0,41636723.0,4858048,,3137789,38521047.0,5757026,-236380,52037530,,,10752439,62789969.0,,0,1000000.0,107.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2528,皇普,21655367.0,804663.0,22460030.0,11484102.0,3085585.0,14569687.0,4340264,,1634607,1915472.0,0,,,,,,7890343.0,,0,0.0,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2548,華固,51759382.0,2497699.0,54257081.0,23397185.0,8437311.0,31834496.0,3197187,,820040,18363152.0,35743,-850,22415272,,,7313,22422585.0,0,0,201378.0,70.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2633,台灣高鐵,25552617.0,355249899.0,380802516.0,26373772.0,281655981.0,308029753.0,56282930,,172981,16316852.0,,,,,,,72772763.0,0,0,0.0,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2762,世界健身-KY,1868871.0,16866554.0,18735425.0,6262554.0,9580276.0,15842830.0,1125000,,1837117,278247.0,-3553,-344216,2892595,,,,2892595.0,0,0,3278000.0,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2801,彰銀,,,,,,,117660462,,24,86507254.0,16159315,0,220327055,,,,,,0,0.0,18.73,38807540.0,211749070.0,124312609.0,319082057.0,542424600.0,,,26360804.0,116626.0,,,2067768378.0,,,371614.0,21962532.0,1941470.0,14014912.0,1013697.0,5204876.0,1880453.0,3377011238.0,333816006.0,,2015551.0,,15879836.0,30429530.0,1241065.0,,2710322674.0,41785176.0,,,1363223.0,2481891.0,1815412.0,11113797.0,4420022.0,3156684183.0,220327055.0,,,,
2025,4,sii,2026-03-02,2855,統一證,238967988.0,10807643.0,249775631.0,203895629.0,6406459.0,210302088.0,16014145,,91201,,3022119,,,,,170925,39473543.0,0,0,,24.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20175153.0,39302618.0,0.0
2025,4,sii,2026-03-02,2912,統一超,94547458.0,198083170.0,292630628.0,120598789.0,119105276.0,239704065.0,10396223,,91958,31293729.0,779527,,42561437,,,10365126,52926563.0,,0,0.0,40.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,2945,三商家購,2274355.0,4024936.0,6299291.0,2482130.0,1647124.0,4129254.0,675000,,1055235,262940.0,0,,1993175,,,176862,2170037.0,0,0,0.0,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3004,豐達科,3981584.0,4076201.0,8057785.0,2489761.0,1928988.0,4418749.0,642584,,1269878,1709707.0,16867,,3639036,0,,0,3639036.0,0,0,0.0,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3006,晶豪科,14293602.0,2503350.0,16796952.0,5541652.0,1091764.0,6633416.0,2861722,,510673,7147009.0,-69220,-163122,10287062,,,-123526,10163536.0,,0,14000000.0,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3008,大立光,154285459.0,66501561.0,220787020.0,29748503.0,170572.0,29919075.0,1334682,,1564701,185818052.0,1772969,-1623219,188867185,,,2000760,190867945.0,0,0,670000.0,1422.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3029,零壹,12391437.0,2767154.0,15158591.0,7162448.0,989992.0,8152440.0,1670052,,2210623,1829137.0,39135,,5748947,,,1257204,7006151.0,,0,0.0,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3030,德律,7736336.0,4420018.0,12156354.0,2242068.0,310388.0,2552456.0,2362160,,70742,7199058.0,-28062,,9603898,,,,9603898.0,0,0,0.0,40.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3035,智原,11200551.0,7731695.0,18932246.0,4684523.0,718923.0,5403446.0,2605503,,4325263,5165720.0,959874,,13056360,,,472440,13528800.0,0,0,0.0,50.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3037,欣興,105297620.0,150493992.0,255791612.0,75454571.0,73329964.0,148784535.0,17003031,,16271023,66376818.0,1037660,-119230,100569302,,,6437775,107007077.0,0,14715771,1001935.0,65.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3054,立萬利,559815.0,581851.0,1141666.0,79441.0,6101.0,85542.0,806510,,0,150910.0,98704,0,1056124,,,,1056124.0,0,0,0.0,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3090,日電貿,10305913.0,9868558.0,20174471.0,6015258.0,288697.0,6303955.0,2875672,,7777226,3295368.0,-133272,,13814994,,,55522,13870516.0,,0,0.0,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3092,鴻碩,2147200.0,2857034.0,5004234.0,2100463.0,1440857.0,3541320.0,1065520,,883332,-446775.0,-70464,,1431613,,,31301,1462914.0,0,0,0.0,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3130,一零四,3002995.0,967713.0,3970708.0,2173103.0,85779.0,2258882.0,331907,,397574,982988.0,-643,,1711826,,,,1711826.0,0,0,0.0,51.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3189,景碩,28937637.0,51035643.0,79973280.0,20106416.0,18493667.0,38600083.0,4567920,,7375477,20964996.0,-176628,,32731765,,,8641432,41373197.0,,0,0.0,71.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3311,閎暉,1646306.0,3368515.0,5014821.0,1305261.0,70918.0,1376179.0,1000000,,1193133,1703464.0,-257955,,3638642,,,,3638642.0,,0,0.0,36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3321,同泰,1649730.0,489966.0,2139696.0,1158191.0,263577.0,1421768.0,861138,,99265,-180133.0,-62342,,717928,,,,717928.0,0,0,0.0,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3380,明泰,17114366.0,7045579.0,24159945.0,10377427.0,743144.0,11120571.0,5417185,,2354126,1510849.0,-158330,,9123830,,,3915544,13039374.0,,0,0.0,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3416,融程電,2713497.0,2262376.0,4975873.0,1405429.0,39580.0,1445009.0,804920,,1050202,1699130.0,-20632,,3533620,,,-2756,3530864.0,,95000,0.0,43.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3443,創意,25737418.0,2705650.0,28443068.0,15033293.0,496983.0,15530276.0,1340119,,32896,11555644.0,-15867,,12912792,,,,12912792.0,,0,0.0,96.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3454,晶睿,4339000.0,1429389.0,5768389.0,2167198.0,216719.0,2383917.0,865679,,466415,1964028.0,18771,,3314893,,,69579,3384472.0,,0,0.0,38.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3504,揚明光,2216643.0,2014325.0,4230968.0,984347.0,451486.0,1435833.0,1140598,,1648205,125058.0,-118726,,2795135,,,0,2795135.0,0,0,0.0,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3515,華擎,25120093.0,2009979.0,27130072.0,11970132.0,60580.0,12030712.0,1235450,,5331349,5580780.0,-158270,,11989309,,,3110051,15099360.0,1500,0,0.0,97.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3545,敦泰,8272576.0,5277651.0,13550227.0,3873186.0,1048255.0,4921441.0,2211512,,6247294,462544.0,-22753,-269871,8628726,,,60,8628786.0,,0,3598000.0,39.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3563,牧德,5926301.0,964544.0,6890845.0,988842.0,103549.0,1092391.0,639608,,1835550,3197752.0,3847,,5676757,,,121697,5798454.0,,0,0.0,88.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3592,瑞鼎,17335644.0,2323599.0,19659243.0,7694303.0,445083.0,8139386.0,758552,,4712933,6462155.0,-413783,,11519857,,,,11519857.0,0,0,0.0,151.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3596,智易,37352655.0,7458344.0,44810999.0,27510239.0,267597.0,27777836.0,2203543,,3429455,11249315.0,62391,,16944704,,,88459,17033163.0,,0,0.0,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,3679,新至陞,6635161.0,2513690.0,9148851.0,2359015.0,1803697.0,4162712.0,630222,,940899,3599113.0,-184095,,4986139,,,,4986139.0,0,0,0.0,79.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4108,懷特,1263922.0,1089155.0,2353077.0,46119.0,13305.0,59424.0,1986189,,6349,-282059.0,162306,,1872785,,,420868,2293653.0,,0,0.0,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4133,亞諾法,915458.0,411777.0,1327235.0,53787.0,16953.0,70740.0,605536,0,474527,181513.0,-5081,0,1256495,0,,0,1256495.0,,0,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4576,大銀微系統,2818593.0,4190764.0,7009357.0,1342861.0,1230641.0,2573502.0,1198018,,1578181,1281986.0,44486,,4102671,,,333184,4435855.0,,0,0.0,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4583,台灣精銳,7162965.0,4089336.0,11252301.0,410961.0,652339.0,1063300.0,801714,,883257,8504030.0,0,,10189001,,,,10189001.0,,0,0.0,127.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4915,致伸,36374077.0,14849742.0,51223819.0,26848416.0,3852868.0,30701284.0,4711428,,3894162,12707526.0,-790581,,20522535,,,0,20522535.0,0,0,0.0,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4919,新唐,18300831.0,11690597.0,29991428.0,8842408.0,8031184.0,16873592.0,4197653,,7099820,3425273.0,-1604910,,13117836,,,,13117836.0,,0,0.0,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,4952,凌通,1855209.0,904183.0,2759392.0,485444.0,160614.0,646058.0,1088158,,141967,916903.0,-33694,,2113334,,,,2113334.0,,0,0.0,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,5203,訊連,2600332.0,3472356.0,6072688.0,1057162.0,374106.0,1431268.0,793426,,2344336,1663234.0,-159576,,4641420,,,,4641420.0,0,0,0.0,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,5225,東科-KY,5214425.0,1378219.0,6592644.0,2869788.0,209363.0,3079151.0,791145,,1166067,1515462.0,64838,-24019,3513493,0,,0,3513493.0,,0,453000.0,44.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,5234,達興材料,3421619.0,1691872.0,5113491.0,1359879.0,226096.0,1585975.0,1027159,,41838,2458519.0,,,3527516,,,,3527516.0,0,0,0.0,34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,5876,上海商銀,,,,,,,48616031,,27867109,116317989.0,12200638,-83144,204918623,,,70412351,,0,0,11397439.0,42.25,28603224.0,418484106.0,4432307.0,521796038.0,172989283.0,,32181654,23212672.0,1073339.0,0,,1185067076.0,1645086,,5526.0,23683061.0,1483560.0,5322131.0,2084443.0,6245843.0,12335957.0,2440645306.0,34339600.0,,6132148.0,,7192305.0,36633175.0,727921.0,,1982543567.0,65275649.0,,,13866786.0,3451936.0,1508848.0,9714811.0,3927586.0,2165314332.0,275330974.0,,,,
2025,4,sii,2026-03-02,6120,達運,9703063.0,6394298.0,16097361.0,4970942.0,2316215.0,7287157.0,5989996,,2769556,844896.0,-794244,,8810204,,,,8810204.0,,0,0.0,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6155,鈞寶,1018782.0,1080041.0,2098823.0,496538.0,13910.0,510448.0,880239,,218934,411901.0,77301,0,1588375,,,0,1588375.0,0,0,0.0,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6176,瑞儀,50699668.0,17728878.0,68428546.0,28639697.0,3916067.0,32555764.0,4650273,,4726033,29737293.0,-2534416,-706401,35872782,,,,35872782.0,0,0,4786000.0,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6183,關貿,2877235.0,1696633.0,4573868.0,1527241.0,219754.0,1746995.0,1500000,,11,1390712.0,-63850,,2826873,,,,2826873.0,,0,0.0,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6202,盛群,4512007.0,1051648.0,5563655.0,1230842.0,344789.0,1575631.0,2303882,,250130,1417743.0,-52171,,3919584,,,68440,3988024.0,0,0,0.0,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6446,藥華藥,29043718.0,8367576.0,37411294.0,4680703.0,755260.0,5435963.0,3796294,,24106248,7244488.0,-408750,-2762949,31975331,,,,31975331.0,,0,8469000.0,86.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6558,興能高,955233.0,777281.0,1732514.0,325887.0,30393.0,356280.0,937889,,319631,158942.0,-40228,,1376234,,,,1376234.0,0,0,0.0,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6579,研揚,7282873.0,7583473.0,14866346.0,2470160.0,486372.0,2956532.0,1694512,,6463625,1679183.0,117867,,9955187,,,1954627,11909814.0,0,0,0.0,58.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6658,聯策,1836539.0,1322476.0,3159015.0,1068512.0,694233.0,1762745.0,363700,,539768,357749.0,53729,,1314946,,,81324,1396270.0,,0,0.0,36.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6669,緯穎,306976861.0,31212463.0,338189324.0,179653598.0,33882964.0,213536562.0,1858408,,37006591,83090797.0,2696966,,124652762,,,,124652762.0,0,0,0.0,670.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6719,力智,14592789.0,2236963.0,16829752.0,1041233.0,1696053.0,2737286.0,1054680,,10524997,2557832.0,-45043,,14092466,,,,14092466.0,0,0,0.0,133.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6770,力積電,44147657.0,134537967.0,178685624.0,22785219.0,73900218.0,96685437.0,42258635,,27949944,11796415.0,-4807,,82000187,,,,82000187.0,,1473670,0.0,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6782,視陽,2179046.0,3819761.0,5998807.0,1227506.0,330127.0,1557633.0,630000,,1431007,2187712.0,173581,,4422300,,,18874,4441174.0,0,0,0.0,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6789,采鈺,13596074.0,8731208.0,22327282.0,3165465.0,738356.0,3903821.0,3182991,,7459818,7899007.0,-118355,,,,,,18423461.0,,0,0.0,57.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6790,永豐實,4769997.0,5701362.0,10471359.0,2632905.0,2064182.0,4697087.0,2671290,,1190107,1960651.0,-47776,,5774272,,,0,5774272.0,,0,0.0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6799,來頡,1699993.0,200693.0,1900686.0,243515.0,3393.0,246908.0,437016,,590054,661453.0,-6320,-28425,1653778,,,,1653778.0,3960,0,269000.0,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6834,天二科技,1196009.0,1033431.0,2229440.0,769746.0,25515.0,795261.0,884711,,455675,115643.0,-21850,,1434179,,,,1434179.0,,0,0.0,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,6962,奕力-KY,11415583.0,14202554.0,25618137.0,4938269.0,666514.0,5604783.0,4923966,,5469650,9598894.0,20844,,20013354,,,,20013354.0,0,0,0.0,40.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,7711,永擎,11440808.0,220816.0,11661624.0,6801495.0,7651.0,6809146.0,717342,,3050320,1097519.0,-12703,,4852478,,,0,4852478.0,,0,0.0,67.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,7765,中華資安,2481143.0,351529.0,2832672.0,746544.0,34282.0,780826.0,406808,,1082526,561342.0,1170,,,,,,2051846.0,,2000,0.0,50.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8028,昇陽半導體,2654657.0,9514277.0,12168934.0,1836228.0,5224838.0,7061066.0,1752831,,1969058,1385979.0,,,,,,,5107868.0,0,0,0.0,29.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8046,南電,23622645.0,37584753.0,61207398.0,7188753.0,7895751.0,15084504.0,6461655,,18125648,22311393.0,-775802,,46122894,,,,46122894.0,0,0,0.0,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8150,南茂,25147331.0,20205090.0,45352421.0,10467091.0,10876967.0,21344058.0,7045231,,5879319,11061187.0,150741,-128115,24008363,,,,24008363.0,0,0,4540000.0,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8215,明基材,8831630.0,14387704.0,23219334.0,8314047.0,7348575.0,15662622.0,3206745,,193709,1740543.0,-10395,,5130602,,,2426110,7556712.0,0,0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8261,富鼎,5671008.0,980521.0,6651529.0,712941.0,5727.0,718668.0,1188784,,3015419,1800021.0,-71429,,5932795,,,66,5932861.0,,0,0.0,49.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8271,宇瞻,7879573.0,1409194.0,9288767.0,4033603.0,102684.0,4136287.0,1281292,,1115655,2711837.0,-76434,,5032350,,,120130,5152480.0,,0,0.0,39.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,8940,新天地,472267.0,1685201.0,2157468.0,523359.0,775985.0,1299344.0,674910,,127463,-40118.0,,,762255,,,95869,858124.0,,0,0.0,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,9802,鈺齊-KY,9037112.0,12698139.0,21735251.0,6538595.0,1410917.0,7949512.0,2009917,,6605628,6124019.0,-970490,0,13769074,,,16665,13785739.0,,0,0.0,68.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,9905,大華,9510617.0,2104094.0,11614711.0,2698848.0,487802.0,3186650.0,3050000,,24431,4427313.0,662380,0,8164124,,,263937,8428061.0,0,0,0.0,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,sii,2026-03-02,9930,中聯資源,2942569.0,8553801.0,11496370.0,2262486.0,2406906.0,4669392.0,2485404,,162398,4108189.0,-161784,,6594207,,,232771,6826978.0,,0,0.0,26.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
